Hour,Export,,,Import,,,Export [MW/MWmax],,,Import [MW/MWmax],,
2231,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2232,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2233,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2234,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2235,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2236,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2237,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2238,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2239,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2240,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2241,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2242,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2243,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2244,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2245,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2246,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2247,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2248,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2249,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2250,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2251,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2252,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2253,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2254,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2255,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2256,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2257,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2258,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2259,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2260,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2261,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2262,1250,1100,1200,3200,3200,2708,0.892857143,0.785714286,0.857142857,1,1,0.84625
2263,1250,1100,1200,3200,3200,2708,0.892857143,0.785714286,0.857142857,1,1,0.84625
2264,1250,1100,1200,3200,3200,2708,0.892857143,0.785714286,0.857142857,1,1,0.84625
2265,1250,1100,1200,3200,3200,2708,0.892857143,0.785714286,0.857142857,1,1,0.84625
2266,1250,1100,1200,3200,3200,2708,0.892857143,0.785714286,0.857142857,1,1,0.84625
2267,1250,1100,1200,3200,3200,2708,0.892857143,0.785714286,0.857142857,1,1,0.84625
2268,1250,1100,1200,3200,3200,2708,0.892857143,0.785714286,0.857142857,1,1,0.84625
2269,1250,1100,1200,3200,3200,2708,0.892857143,0.785714286,0.857142857,1,1,0.84625
2270,1250,1100,1200,3200,3200,2708,0.892857143,0.785714286,0.857142857,1,1,0.84625
2271,1250,1100,1200,3200,3200,2708,0.892857143,0.785714286,0.857142857,1,1,0.84625
2272,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2273,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2274,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2275,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2276,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2277,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2278,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2279,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2280,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2281,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2282,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2283,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2284,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2285,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2286,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2287,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2288,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2289,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2290,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2291,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2292,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2293,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2294,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2295,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2296,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2297,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2298,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2299,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2300,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2301,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2302,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2303,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2304,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2305,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2306,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2307,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2308,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2309,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2310,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2311,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2312,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2313,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2314,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2315,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2316,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2317,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2318,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2319,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2320,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2321,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2322,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2323,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2324,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2325,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2326,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2327,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2328,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2329,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2330,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2331,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2332,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2333,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2334,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2335,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2336,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2337,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2338,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2339,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2340,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2341,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2342,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2343,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2344,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2345,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2346,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2347,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2348,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2349,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2350,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2351,1250,1200,1200,3200,3200,3200,0.892857143,0.857142857,0.857142857,1,1,1
2352,1250,1200,1200,3200,3200,3200,0.892857143,0.857142857,0.857142857,1,1,1
2353,1250,1200,1200,3200,3200,3200,0.892857143,0.857142857,0.857142857,1,1,1
2354,1250,1200,1200,3200,3200,3200,0.892857143,0.857142857,0.857142857,1,1,1
2355,1250,1200,1200,3200,3200,3200,0.892857143,0.857142857,0.857142857,1,1,1
2356,1250,1200,1200,3200,3200,3200,0.892857143,0.857142857,0.857142857,1,1,1
2357,1250,1200,1200,3200,3200,3200,0.892857143,0.857142857,0.857142857,1,1,1
2358,1250,1200,1200,3200,3200,3200,0.892857143,0.857142857,0.857142857,1,1,1
2359,1250,1200,1200,3200,3200,3200,0.892857143,0.857142857,0.857142857,1,1,1
2360,1250,1200,1200,3200,3200,3200,0.892857143,0.857142857,0.857142857,1,1,1
2361,1250,1200,1200,3200,3200,3200,0.892857143,0.857142857,0.857142857,1,1,1
2362,1250,1200,1200,3200,3200,3200,0.892857143,0.857142857,0.857142857,1,1,1
2363,1250,1200,1200,3200,3200,3200,0.892857143,0.857142857,0.857142857,1,1,1
2364,1250,1200,1200,3200,3200,3200,0.892857143,0.857142857,0.857142857,1,1,1
2365,1250,1200,1200,3200,3200,3200,0.892857143,0.857142857,0.857142857,1,1,1
2366,1250,1200,1200,3200,3200,3200,0.892857143,0.857142857,0.857142857,1,1,1
2367,1250,1200,1200,3200,3200,3200,0.892857143,0.857142857,0.857142857,1,1,1
2368,1250,1200,1200,3200,3200,3200,0.892857143,0.857142857,0.857142857,1,1,1
2369,1250,1200,1200,3200,3200,3200,0.892857143,0.857142857,0.857142857,1,1,1
2370,1250,1200,1200,3200,3200,3200,0.892857143,0.857142857,0.857142857,1,1,1
2371,1250,1200,1200,3200,3200,3200,0.892857143,0.857142857,0.857142857,1,1,1
2372,1250,1200,1200,3200,3200,3200,0.892857143,0.857142857,0.857142857,1,1,1
2373,1250,1200,1200,3200,3200,3200,0.892857143,0.857142857,0.857142857,1,1,1
2374,1250,1200,1200,3200,3200,3200,0.892857143,0.857142857,0.857142857,1,1,1
2375,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2376,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2377,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2378,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2379,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2380,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2381,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2382,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2383,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2384,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2385,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2386,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2387,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2388,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2389,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2390,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2391,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2392,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2393,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2394,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2395,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2396,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2397,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2398,1250,1100,1200,3200,3200,3200,0.892857143,0.785714286,0.857142857,1,1,1
2399,1300,1200,1200,3200,3200,3200,0.928571429,0.857142857,0.857142857,1,1,1
2400,1300,1200,1200,3200,3200,3200,0.928571429,0.857142857,0.857142857,1,1,1
2401,1300,1200,1200,3200,3200,3200,0.928571429,0.857142857,0.857142857,1,1,1
2402,1300,1200,1200,3200,3200,3200,0.928571429,0.857142857,0.857142857,1,1,1
2403,1300,1200,1200,3200,3200,3200,0.928571429,0.857142857,0.857142857,1,1,1
2404,1300,1200,1200,3200,3200,3200,0.928571429,0.857142857,0.857142857,1,1,1
2405,1300,1200,1200,3200,3200,3200,0.928571429,0.857142857,0.857142857,1,1,1
2406,1300,1200,1200,3200,3200,3200,0.928571429,0.857142857,0.857142857,1,1,1
2407,1300,1200,1200,3200,3200,3200,0.928571429,0.857142857,0.857142857,1,1,1
2408,1300,1200,1200,3200,3200,3200,0.928571429,0.857142857,0.857142857,1,1,1
2409,1300,1200,1200,3200,3200,3200,0.928571429,0.857142857,0.857142857,1,1,1
2410,1300,1200,1200,3200,3200,3200,0.928571429,0.857142857,0.857142857,1,1,1
2411,1300,1200,1200,3200,3200,3200,0.928571429,0.857142857,0.857142857,1,1,1
2412,1300,1200,1200,3200,3200,3200,0.928571429,0.857142857,0.857142857,1,1,1
2413,1300,1200,1200,3200,3200,3200,0.928571429,0.857142857,0.857142857,1,1,1
2414,1300,1200,1200,3200,3200,3200,0.928571429,0.857142857,0.857142857,1,1,1
2415,1300,1200,1200,3200,3200,3200,0.928571429,0.857142857,0.857142857,1,1,1
2416,1300,1200,1200,3200,3200,3200,0.928571429,0.857142857,0.857142857,1,1,1
2417,1300,1200,1200,3200,3200,3200,0.928571429,0.857142857,0.857142857,1,1,1
2418,1300,1200,1200,3200,3200,3200,0.928571429,0.857142857,0.857142857,1,1,1
2419,1300,1200,1200,3200,3200,3200,0.928571429,0.857142857,0.857142857,1,1,1
2420,1300,1200,1200,3200,3200,3200,0.928571429,0.857142857,0.857142857,1,1,1
2421,1300,1200,1200,3200,3200,3200,0.928571429,0.857142857,0.857142857,1,1,1
2422,1300,1200,1200,3200,3200,3200,0.928571429,0.857142857,0.857142857,1,1,1
2423,1300,1100,1200,3200,3200,3200,0.928571429,0.785714286,0.857142857,1,1,1
2424,1300,1100,1200,3200,3200,3200,0.928571429,0.785714286,0.857142857,1,1,1
2425,1300,1100,1200,3200,3200,3200,0.928571429,0.785714286,0.857142857,1,1,1
2426,1300,1100,1200,3200,3200,3200,0.928571429,0.785714286,0.857142857,1,1,1
2427,1300,1100,1200,3200,3200,3200,0.928571429,0.785714286,0.857142857,1,1,1
2428,1300,1100,1200,3200,3200,3200,0.928571429,0.785714286,0.857142857,1,1,1
2429,1300,1100,1200,3200,3200,3200,0.928571429,0.785714286,0.857142857,1,1,1
2430,1300,1100,1200,3200,3200,3200,0.928571429,0.785714286,0.857142857,1,1,1
2431,1300,1100,1200,3200,3200,3200,0.928571429,0.785714286,0.857142857,1,1,1
2432,1300,1100,1200,3200,3200,3200,0.928571429,0.785714286,0.857142857,1,1,1
2433,1300,1100,1200,3200,3200,3200,0.928571429,0.785714286,0.857142857,1,1,1
2434,1300,1100,1200,3200,3200,3200,0.928571429,0.785714286,0.857142857,1,1,1
2435,1300,1100,1200,3200,3200,3200,0.928571429,0.785714286,0.857142857,1,1,1
2436,1300,1100,1200,3200,3200,3200,0.928571429,0.785714286,0.857142857,1,1,1
2437,1300,1100,1200,3200,3200,3200,0.928571429,0.785714286,0.857142857,1,1,1
2438,1300,1100,1200,3200,3200,3200,0.928571429,0.785714286,0.857142857,1,1,1
2439,1300,1100,1200,3200,3200,3200,0.928571429,0.785714286,0.857142857,1,1,1
2440,1300,1100,1200,3200,3200,3200,0.928571429,0.785714286,0.857142857,1,1,1
2441,1300,1100,1200,3200,3200,3200,0.928571429,0.785714286,0.857142857,1,1,1
2442,1300,1100,1200,3200,3200,3200,0.928571429,0.785714286,0.857142857,1,1,1
2443,1300,1100,1200,3200,3200,3200,0.928571429,0.785714286,0.857142857,1,1,1
2444,1300,1100,1200,3200,3200,3200,0.928571429,0.785714286,0.857142857,1,1,1
2445,1300,1100,1200,3200,3200,3200,0.928571429,0.785714286,0.857142857,1,1,1
2446,1300,1100,1200,3200,3200,3200,0.928571429,0.785714286,0.857142857,1,1,1
2447,1350,1100,1200,3200,3200,3200,0.964285714,0.785714286,0.857142857,1,1,1
2448,1350,1100,1200,3200,3200,3200,0.964285714,0.785714286,0.857142857,1,1,1
2449,1350,1100,1200,3200,3200,3200,0.964285714,0.785714286,0.857142857,1,1,1
2450,1350,1100,1200,3200,3200,3200,0.964285714,0.785714286,0.857142857,1,1,1
2451,1350,1100,1200,3200,3200,3200,0.964285714,0.785714286,0.857142857,1,1,1
2452,1350,1100,1200,3200,3200,3200,0.964285714,0.785714286,0.857142857,1,1,1
2453,1350,1100,1200,3200,3200,3200,0.964285714,0.785714286,0.857142857,1,1,1
2454,1350,1100,1200,3200,3200,3200,0.964285714,0.785714286,0.857142857,1,1,1
2455,1350,1100,1200,3200,3200,3200,0.964285714,0.785714286,0.857142857,1,1,1
2456,1350,1100,1200,3200,3200,3200,0.964285714,0.785714286,0.857142857,1,1,1
2457,1350,1100,1200,3200,3200,3200,0.964285714,0.785714286,0.857142857,1,1,1
2458,1350,1100,1200,3200,3200,3200,0.964285714,0.785714286,0.857142857,1,1,1
2459,1350,1100,1200,3200,3200,3200,0.964285714,0.785714286,0.857142857,1,1,1
2460,1350,1100,1200,3200,3200,3200,0.964285714,0.785714286,0.857142857,1,1,1
2461,1350,1100,1200,3200,3200,3200,0.964285714,0.785714286,0.857142857,1,1,1
2462,1350,1100,1200,3200,3200,3200,0.964285714,0.785714286,0.857142857,1,1,1
2463,1350,1100,1200,3200,3200,3200,0.964285714,0.785714286,0.857142857,1,1,1
2464,1350,1100,1200,3200,3200,3200,0.964285714,0.785714286,0.857142857,1,1,1
2465,1350,1100,1200,3200,3200,3200,0.964285714,0.785714286,0.857142857,1,1,1
2466,1350,1100,1200,3200,3200,3200,0.964285714,0.785714286,0.857142857,1,1,1
2467,1350,1100,1200,3200,3200,3200,0.964285714,0.785714286,0.857142857,1,1,1
2468,1350,1100,1200,3200,3200,3200,0.964285714,0.785714286,0.857142857,1,1,1
2469,1350,1100,1200,3200,3200,3200,0.964285714,0.785714286,0.857142857,1,1,1
2470,1350,1100,1200,3200,3200,3200,0.964285714,0.785714286,0.857142857,1,1,1
2471,1350,1250,1200,3200,3200,3200,0.964285714,0.892857143,0.857142857,1,1,1
2472,1350,1250,1200,3200,3200,3200,0.964285714,0.892857143,0.857142857,1,1,1
2473,1350,1250,1200,3200,3200,3200,0.964285714,0.892857143,0.857142857,1,1,1
2474,1350,1250,1200,3200,3200,3200,0.964285714,0.892857143,0.857142857,1,1,1
2475,1350,1250,1200,3200,3200,3200,0.964285714,0.892857143,0.857142857,1,1,1
2476,1350,1250,1200,3200,3200,3200,0.964285714,0.892857143,0.857142857,1,1,1
2477,1350,1250,1200,3200,3200,3200,0.964285714,0.892857143,0.857142857,1,1,1
2478,1350,1250,1200,3200,3200,3200,0.964285714,0.892857143,0.857142857,1,1,1
2479,1350,1250,1200,3200,3200,3200,0.964285714,0.892857143,0.857142857,1,1,1
2480,1350,1250,1200,3200,3200,3200,0.964285714,0.892857143,0.857142857,1,1,1
2481,1350,1250,1200,3200,3200,3200,0.964285714,0.892857143,0.857142857,1,1,1
2482,1350,1250,1200,3200,3200,3200,0.964285714,0.892857143,0.857142857,1,1,1
2483,1350,1250,1200,3200,3200,3200,0.964285714,0.892857143,0.857142857,1,1,1
2484,1350,1250,1200,3200,3200,3200,0.964285714,0.892857143,0.857142857,1,1,1
2485,1350,1250,1200,3200,3200,3200,0.964285714,0.892857143,0.857142857,1,1,1
2486,1350,1250,1200,3200,3200,3200,0.964285714,0.892857143,0.857142857,1,1,1
2487,1350,1250,1200,3200,3200,3200,0.964285714,0.892857143,0.857142857,1,1,1
2488,1350,1250,1200,3200,3200,3200,0.964285714,0.892857143,0.857142857,1,1,1
2489,1350,1250,1200,3200,3200,3200,0.964285714,0.892857143,0.857142857,1,1,1
2490,1350,1250,1200,3200,3200,3200,0.964285714,0.892857143,0.857142857,1,1,1
2491,1350,1250,1200,3200,3200,3200,0.964285714,0.892857143,0.857142857,1,1,1
2492,1350,1250,1200,3200,3200,3200,0.964285714,0.892857143,0.857142857,1,1,1
2493,1350,1250,1200,3200,3200,3200,0.964285714,0.892857143,0.857142857,1,1,1
2494,1350,1250,1200,3200,3200,3200,0.964285714,0.892857143,0.857142857,1,1,1
2495,1350,1200,1200,3200,3000,3200,0.964285714,0.857142857,0.857142857,1,0.9375,1
2496,1350,1200,1200,3200,3000,3200,0.964285714,0.857142857,0.857142857,1,0.9375,1
2497,1350,1200,1200,3200,3000,3200,0.964285714,0.857142857,0.857142857,1,0.9375,1
2498,1350,1200,1200,3200,3000,3200,0.964285714,0.857142857,0.857142857,1,0.9375,1
2499,1350,1200,1200,3200,3000,3200,0.964285714,0.857142857,0.857142857,1,0.9375,1
2500,1350,1200,1200,3200,3000,3200,0.964285714,0.857142857,0.857142857,1,0.9375,1
2501,1350,1200,1200,3200,3000,3200,0.964285714,0.857142857,0.857142857,1,0.9375,1
2502,1350,1200,1200,3200,3000,3200,0.964285714,0.857142857,0.857142857,1,0.9375,1
2503,1350,1200,1200,3200,3000,3200,0.964285714,0.857142857,0.857142857,1,0.9375,1
2504,1350,1200,1200,3200,3000,3200,0.964285714,0.857142857,0.857142857,1,0.9375,1
2505,1350,1200,1200,3200,3000,3200,0.964285714,0.857142857,0.857142857,1,0.9375,1
2506,1350,1200,1200,3200,3000,3200,0.964285714,0.857142857,0.857142857,1,0.9375,1
2507,1350,1200,1200,3200,3000,3200,0.964285714,0.857142857,0.857142857,1,0.9375,1
2508,1350,1200,1200,3200,3000,3200,0.964285714,0.857142857,0.857142857,1,0.9375,1
2509,1350,1200,1200,3200,3000,3200,0.964285714,0.857142857,0.857142857,1,0.9375,1
2510,1350,1200,1200,3200,3000,3200,0.964285714,0.857142857,0.857142857,1,0.9375,1
2511,1350,1200,1200,3200,3000,3200,0.964285714,0.857142857,0.857142857,1,0.9375,1
2512,1350,1200,1200,3200,3200,3200,0.964285714,0.857142857,0.857142857,1,1,1
2513,1350,1200,1200,3200,3200,3200,0.964285714,0.857142857,0.857142857,1,1,1
2514,1350,1200,1200,3200,3200,3200,0.964285714,0.857142857,0.857142857,1,1,1
2515,1350,1200,1200,3200,3200,3200,0.964285714,0.857142857,0.857142857,1,1,1
2516,1350,1200,1200,3200,3200,3200,0.964285714,0.857142857,0.857142857,1,1,1
2517,1350,1200,1200,3200,3200,3200,0.964285714,0.857142857,0.857142857,1,1,1
2518,1350,1200,1200,3200,3200,3200,0.964285714,0.857142857,0.857142857,1,1,1
2519,1350,1200,1200,3200,3200,3200,0.964285714,0.857142857,0.857142857,1,1,1
2520,1350,1200,1200,3200,3200,3200,0.964285714,0.857142857,0.857142857,1,1,1
2521,1350,1200,1200,3200,3200,3200,0.964285714,0.857142857,0.857142857,1,1,1
2522,1350,1200,1200,3200,3200,3200,0.964285714,0.857142857,0.857142857,1,1,1
2523,1350,1200,1200,3200,3200,3200,0.964285714,0.857142857,0.857142857,1,1,1
2524,1350,1200,1200,3200,3200,3200,0.964285714,0.857142857,0.857142857,1,1,1
2525,1350,1200,1200,3200,3200,3200,0.964285714,0.857142857,0.857142857,1,1,1
2526,1350,1200,1200,3200,3200,3200,0.964285714,0.857142857,0.857142857,1,1,1
2527,1350,1200,1200,3200,3200,3200,0.964285714,0.857142857,0.857142857,1,1,1
2528,1350,1200,1200,3200,3200,3200,0.964285714,0.857142857,0.857142857,1,1,1
2529,1350,1200,1200,3200,3200,3200,0.964285714,0.857142857,0.857142857,1,1,1
2530,1350,1200,1200,3200,3200,3200,0.964285714,0.857142857,0.857142857,1,1,1
2531,1350,1200,1200,3200,3200,3200,0.964285714,0.857142857,0.857142857,1,1,1
2532,1350,1200,1200,3200,3200,3200,0.964285714,0.857142857,0.857142857,1,1,1
2533,1350,1200,1200,3200,3200,3200,0.964285714,0.857142857,0.857142857,1,1,1
2534,1350,1200,1200,3200,3200,3200,0.964285714,0.857142857,0.857142857,1,1,1
2535,1350,1200,1200,3200,3200,3200,0.964285714,0.857142857,0.857142857,1,1,1
2536,1350,1200,1200,3200,3200,3200,0.964285714,0.857142857,0.857142857,1,1,1
2537,1350,1200,1200,3200,3200,3200,0.964285714,0.857142857,0.857142857,1,1,1
2538,1350,1200,1200,3200,3200,3200,0.964285714,0.857142857,0.857142857,1,1,1
