Hour,Export,,,Import,,,Export [MW/MWmax],,,Import [MW/MWmax],,
5207,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5208,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5209,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5210,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5211,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5212,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5213,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5214,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5215,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5216,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5217,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5218,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5219,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5220,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5221,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5222,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5223,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5224,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5225,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5226,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5227,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5228,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5229,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5230,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5231,1100,1100,1200,3000,3000,3000,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.9375
5232,1100,1100,1200,3000,3000,3000,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.9375
5233,1100,1100,1200,3000,3000,3000,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.9375
5234,1100,1100,1200,3000,3000,3000,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.9375
5235,1100,1100,1200,3000,3000,3000,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.9375
5236,1100,1100,1200,3000,3000,3000,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.9375
5237,1100,1100,1200,3000,3000,3000,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.9375
5238,1100,1100,1200,3000,3000,3000,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.9375
5239,1100,1100,1200,3000,3000,3000,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.9375
5240,1100,1100,1200,3000,3000,3000,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.9375
5241,1100,1100,1200,3000,3000,3000,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.9375
5242,1100,1100,1200,3000,3000,3000,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.9375
5243,1100,1100,1200,3000,3000,3000,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.9375
5244,1100,1100,1200,3000,3000,3000,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.9375
5245,1100,1100,1200,3000,3000,3000,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.9375
5246,1100,1100,1200,3000,3000,3000,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.9375
5247,1100,1100,1200,3000,3000,3000,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.9375
5248,1100,1100,1200,3000,3000,3000,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.9375
5249,1100,1100,1200,3000,3000,3000,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.9375
5250,1100,1100,1200,3000,3000,3000,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.9375
5251,1100,1100,1200,3000,3000,3000,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.9375
5252,1100,1100,1200,3000,3000,3000,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.9375
5253,1100,1100,1200,3000,3000,3000,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.9375
5254,1100,1100,1200,3000,3000,3000,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.9375
5255,1100,1100,1200,3000,3000,3000,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.9375
5256,1100,1100,1200,3000,3000,3000,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.9375
5257,1100,1100,1200,3000,3000,3000,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.9375
5258,1100,1100,1200,3000,3000,3000,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.9375
5259,1100,1100,1200,3000,3000,3000,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.9375
5260,1100,1100,1200,3000,3000,3000,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.9375
5261,1100,1100,1200,3000,3000,3000,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.9375
5262,1100,1100,1200,3000,3000,3000,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.9375
5263,1100,1100,1200,3000,3000,3000,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.9375
5264,1100,1100,1200,3000,3000,3000,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.9375
5265,1100,1100,1200,3000,3000,3000,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.9375
5266,1100,1100,1200,3000,3000,3000,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.9375
5267,1100,1100,1200,3000,3000,3000,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.9375
5268,1100,1100,1200,3000,3000,3000,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.9375
5269,1100,1100,1200,3000,3000,3000,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.9375
5270,1100,1100,1200,3000,3000,3000,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.9375
5271,1100,1100,1200,3000,3000,3000,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.9375
5272,1100,1100,1200,3000,3000,3000,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.9375
5273,1100,1100,1200,3000,3000,3000,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.9375
5274,1100,1100,1200,3000,3000,3000,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.9375
5275,1100,1100,1200,3000,3000,3000,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.9375
5276,1100,1100,1200,3000,3000,3000,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.9375
5277,1100,1100,1200,3000,3000,3000,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.9375
5278,1100,1100,1200,3000,3000,3000,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.9375
5279,1100,1100,1200,3000,3000,3000,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.9375
5280,1100,1100,1200,3000,3000,3000,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.9375
5281,1100,1100,1200,3000,3000,3000,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.9375
5282,1100,1100,1200,3000,3000,3000,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.9375
5283,1100,1100,1200,3000,3000,3000,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.9375
5284,1100,1100,1200,3000,3000,3000,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.9375
5285,1100,1100,1200,3000,3000,3000,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.9375
5286,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5287,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5288,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5289,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5290,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5291,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5292,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5293,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5294,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5295,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5296,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5297,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5298,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5299,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5300,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5301,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5302,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5303,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5304,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5305,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5306,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5307,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5308,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5309,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5310,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5311,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5312,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5313,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5314,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5315,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5316,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5317,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5318,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5319,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5320,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5321,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5322,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5323,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5324,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5325,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5326,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5327,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5328,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5329,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5330,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5331,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5332,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5333,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5334,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5335,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5336,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5337,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5338,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5339,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5340,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5341,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5342,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5343,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5344,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5345,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5346,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5347,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5348,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5349,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5350,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5351,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5352,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5353,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5354,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5355,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5356,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5357,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5358,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5359,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5360,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5361,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5362,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5363,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5364,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5365,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5366,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5367,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5368,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5369,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5370,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5371,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5372,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5373,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5374,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5375,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5376,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5377,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5378,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5379,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5380,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5381,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5382,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5383,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5384,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5385,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5386,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5387,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5388,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5389,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5390,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5391,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5392,1100,1100,1200,3000,2542,3000,0.785714286,0.785714286,0.857142857,0.9375,0.794375,0.9375
5393,1100,1100,1200,3000,3000,3000,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.9375
5394,1100,1100,1200,3000,3000,3000,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.9375
5395,1100,1100,1200,3000,3000,3000,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.9375
5396,1100,1100,1200,3000,3000,3000,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.9375
5397,1100,1100,1200,3000,3000,3000,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.9375
5398,1100,1100,1200,3000,3000,3000,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.9375
5399,1100,1100,1200,3000,3000,3000,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.9375
5400,1100,1100,1200,3000,3000,3000,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.9375
5401,1100,1100,1200,3000,3000,3000,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.9375
5402,1100,1100,1200,3000,3000,3000,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.9375
5403,1100,1100,1200,3000,3000,3000,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.9375
5404,1100,1100,1200,3000,3000,3000,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.9375
5405,1100,1100,1200,3000,3000,3000,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.9375
5406,1100,1100,1200,3000,3000,3000,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.9375
5407,1100,1100,1200,3000,3000,3000,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.9375
5408,1100,1100,1200,3000,3000,3000,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.9375
5409,1100,1100,1200,3000,3000,3000,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.9375
5410,1100,1100,1200,3000,3000,3000,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.9375
5411,1100,1100,1200,3000,3000,3000,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.9375
5412,1100,1100,1200,3000,3000,3000,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.9375
5413,1100,1100,1200,3000,3000,3000,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.9375
5414,1100,1100,1200,3000,3000,3000,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.9375
5415,1100,1100,1200,3000,3000,3000,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.9375
5416,1100,1100,1200,3000,3000,3000,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.9375
5417,1100,1100,1200,3000,3000,3000,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.9375
5418,1100,1100,1200,3000,3000,3000,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.9375
5419,1100,1100,1200,3000,3000,3000,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.9375
5420,1100,1100,1200,3000,3000,3000,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.9375
5421,1100,1100,1200,3000,3000,3000,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.9375
5422,1100,1100,1200,3000,3000,3000,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.9375
5423,1100,1100,1200,3000,3000,3000,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.9375
5424,1100,1100,1200,3000,3000,3000,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.9375
5425,1100,1100,1200,3000,3000,3000,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.9375
5426,1100,1100,1200,3000,3000,3000,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.9375
5427,1100,1100,1200,3000,3000,3000,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.9375
5428,1100,1100,1200,3000,3000,3000,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.9375
5429,1100,1100,1200,3000,3000,3000,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.9375
5430,1100,1100,1200,3000,3000,3000,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.9375
5431,1100,1100,1200,3000,3000,3000,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.9375
5432,1100,1100,1200,3000,3000,3000,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.9375
5433,1100,1100,1200,3000,3000,3000,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.9375
5434,1100,1100,1200,3000,3000,3000,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.9375
5435,1100,1100,1200,3000,3000,3000,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.9375
5436,1100,1100,1200,3000,3000,3000,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.9375
5437,1100,1100,1200,3000,3000,3000,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.9375
5438,1100,1100,1200,3000,3000,3000,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.9375
5439,1100,1100,1200,3000,3000,3000,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.9375
5440,1100,1100,1200,3000,3000,3000,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.9375
5441,1100,1100,1200,3000,3000,3000,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.9375
5442,1100,1100,1200,3000,3000,3000,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.9375
5443,1100,1100,1200,3000,3000,3000,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.9375
5444,1100,1100,1200,3000,3000,3000,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.9375
5445,1100,1100,1200,3000,3000,3000,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.9375
5446,1100,1100,1200,3000,3000,3000,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.9375
5447,1100,1100,1200,3000,3000,3000,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.9375
5448,1100,1100,1200,3000,3000,3000,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.9375
5449,1100,1100,1200,3000,3000,3000,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.9375
5450,1100,1100,1200,3000,3000,3000,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.9375
5451,1100,1100,1200,3000,3000,3000,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.9375
5452,1100,1100,1200,3000,3000,3000,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.9375
5453,1100,1100,1200,3000,3000,3000,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.9375
5454,1100,1100,1200,3000,3000,2900,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.90625
5455,1100,1100,1200,3000,3000,2900,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.90625
5456,1100,1100,1200,3000,3000,2900,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.90625
5457,1100,1100,1200,3000,3000,2900,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.90625
5458,1100,1100,1200,3000,3000,2900,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.90625
5459,1100,1100,1200,3000,3000,2900,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.90625
5460,1100,1100,1200,3000,3000,2900,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.90625
5461,1100,1100,1200,3000,3000,2900,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.90625
5462,1100,1100,1200,3000,3000,2900,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.90625
5463,1100,1100,1200,3000,3000,2900,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.90625
5464,1100,1100,1200,3000,3000,3000,0.785714286,0.785714286,0.857142857,0.9375,0.9375,0.9375
