Hour,Load [MW],,,Load factor [MW/MWavg],,,Load factor [MW/MWh-year],,
7507,7993,8490,7873,1.1282,1.1876,1.1351,0.000128793,0.000135575,0.000129573
7508,7496,8001,7431,1.0581,1.1192,1.0713,0.000120784,0.000127766,0.000122299
7509,7152,7699,7031,1.0095,1.0770,1.0137,0.000115242,0.000122943,0.000115715
7510,6810,7326,6829,0.9612,1.0248,0.9845,0.000109731,0.000116987,0.000112391
7511,6305,6985,6479,0.8900,0.9771,0.9341,0.000101594,0.000111542,0.000106631
7512,6042,7005,6273,0.8528,0.9799,0.9044,9.73559E-05,0.000111861,0.00010324
7513,6088,7016,6865,0.8593,0.9814,0.9897,9.80971E-05,0.000112037,0.000112983
7514,5932,7365,6922,0.8373,1.0303,0.9980,9.55835E-05,0.00011761,0.000113921
7515,5996,7541,7226,0.8463,1.0549,1.0418,9.66147E-05,0.00012042,0.000118925
7516,6010,7294,7131,0.8483,1.0203,1.0281,9.68403E-05,0.000116476,0.000117361
7517,6295,7483,7096,0.8885,1.0468,1.0230,0.000101433,0.000119494,0.000116785
7518,7187,7723,7177,1.0145,1.0803,1.0347,0.000115806,0.000123327,0.000118118
7519,7971,8434,7795,1.1251,1.1798,1.1238,0.000128438,0.00013468,0.000128289
7520,8222,8744,8201,1.1605,1.2232,1.1823,0.000132483,0.000139631,0.000134971
7521,8140,8758,8161,1.1490,1.2251,1.1766,0.000131161,0.000139854,0.000134313
7522,8168,8816,8233,1.1529,1.2332,1.1870,0.000131613,0.00014078,0.000135498
7523,8330,8892,8312,1.1758,1.2439,1.1983,0.000134223,0.000141994,0.000136798
7524,7726,8615,8040,1.0905,1.2051,1.1591,0.000124491,0.000137571,0.000132321
7525,7763,8630,8059,1.0958,1.2072,1.1619,0.000125087,0.00013781,0.000132634
7526,7667,8571,7965,1.0822,1.1990,1.1483,0.00012354,0.000136868,0.000131087
7527,7631,8561,7861,1.0771,1.1976,1.1333,0.00012296,0.000136708,0.000129375
7528,7794,8658,7914,1.1001,1.2111,1.1410,0.000125586,0.000138257,0.000130248
7529,8252,8852,8124,1.1648,1.2383,1.1712,0.000132966,0.000141355,0.000133704
7530,8371,8837,8065,1.1816,1.2362,1.1627,0.000134884,0.000141116,0.000132733
7531,7966,8467,7714,1.1244,1.1844,1.1121,0.000128358,0.000135207,0.000126956
7532,7538,7927,7172,1.0640,1.1089,1.0340,0.000121461,0.000126584,0.000118036
7533,7185,7682,6889,1.0142,1.0746,0.9932,0.000115773,0.000122672,0.000113378
7534,6958,7471,7054,0.9821,1.0451,1.0170,0.000112116,0.000119303,0.000116094
7535,6402,7337,6927,0.9037,1.0263,0.9987,0.000103157,0.000117163,0.000114004
7536,6133,6894,6794,0.8657,0.9644,0.9795,9.88222E-05,0.000110089,0.000111815
7537,6039,6912,6965,0.8524,0.9669,1.0042,9.73076E-05,0.000110376,0.000114629
7538,6122,7168,7204,0.8641,1.0027,1.0386,9.8645E-05,0.000114464,0.000118563
7539,6165,7214,7507,0.8702,1.0091,1.0823,9.93378E-05,0.000115199,0.000123549
7540,6143,6973,7306,0.8671,0.9754,1.0533,9.89833E-05,0.00011135,0.000120241
7541,6452,7057,7297,0.9107,0.9872,1.0520,0.000103962,0.000112691,0.000120093
7542,7367,7572,7163,1.0399,1.0592,1.0327,0.000118706,0.000120915,0.000117888
7543,8128,8275,7076,1.1473,1.1576,1.0202,0.000130968,0.000132141,0.000116456
7544,8509,8630,6773,1.2011,1.2072,0.9765,0.000137107,0.00013781,0.000111469
7545,8452,8628,7044,1.1930,1.2069,1.0155,0.000136189,0.000137778,0.000115929
7546,8455,8736,7835,1.1934,1.2220,1.1296,0.000136237,0.000139503,0.000128948
7547,8586,8853,8064,1.2119,1.2384,1.1626,0.000138348,0.000141371,0.000132716
7548,8063,8579,8127,1.1381,1.2001,1.1717,0.000129921,0.000136996,0.000133753
7549,8009,8666,8255,1.1305,1.2123,1.1901,0.000129051,0.000138385,0.00013586
7550,7941,8588,8254,1.1209,1.2013,1.1900,0.000127955,0.00013714,0.000135843
7551,7899,8778,8009,1.1150,1.2279,1.1547,0.000127278,0.000140174,0.000131811
7552,8054,8861,7061,1.1368,1.2395,1.0180,0.000129776,0.000141499,0.000116209
7553,8490,8762,7321,1.1984,1.2257,1.0555,0.000136801,0.000139918,0.000120488
7554,8590,8722,7277,1.2125,1.2201,1.0491,0.000138412,0.000139279,0.000119764
7555,8277,8369,7031,1.1683,1.1707,1.0137,0.000133369,0.000133642,0.000115715
7556,7772,7880,6678,1.0970,1.1023,0.9628,0.000125232,0.000125834,0.000109906
7557,7410,7444,7171,1.0459,1.0413,1.0339,0.000119399,0.000118871,0.000118019
7558,7083,7179,7207,0.9998,1.0042,1.0390,0.00011413,0.00011464,0.000118612
7559,6597,6781,7233,0.9312,0.9486,1.0428,0.000106299,0.000108284,0.00011904
7560,6268,6746,7104,0.8847,0.9437,1.0242,0.000100997,0.000107725,0.000116917
7561,6153,6921,7256,0.8685,0.9682,1.0461,9.91445E-05,0.00011052,0.000119418
7562,6146,7026,7327,0.8675,0.9828,1.0563,9.90317E-05,0.000112196,0.000120587
7563,6204,7140,7311,0.8757,0.9988,1.0540,9.99662E-05,0.000114017,0.000120324
7564,6137,7113,7278,0.8662,0.9950,1.0493,9.88867E-05,0.000113586,0.00011978
7565,6447,7306,7198,0.9100,1.0220,1.0377,0.000103882,0.000116668,0.000118464
7566,7343,7675,7113,1.0365,1.0736,1.0255,0.000118319,0.00012256,0.000117065
7567,8136,8587,7004,1.1484,1.2012,1.0098,0.000131097,0.000137124,0.000115271
7568,8532,8984,7223,1.2043,1.2567,1.0413,0.000137478,0.000143463,0.000118875
7569,8513,9044,7507,1.2016,1.2651,1.0823,0.000137172,0.000144421,0.000123549
7570,8597,9134,7641,1.2135,1.2777,1.1016,0.000138525,0.000145859,0.000125755
7571,8706,9216,7835,1.2289,1.2892,1.1296,0.000140281,0.000147168,0.000128948
7572,8232,8972,8186,1.1620,1.2551,1.1802,0.000132644,0.000143272,0.000134724
7573,8238,8886,8063,1.1628,1.2430,1.1625,0.00013274,0.000141898,0.0001327
7574,8161,8727,7910,1.1519,1.2208,1.1404,0.0001315,0.000139359,0.000130182
7575,8147,8793,7796,1.1500,1.2300,1.1240,0.000131274,0.000140413,0.000128306
7576,8259,8751,7724,1.1658,1.2241,1.1136,0.000133079,0.000139743,0.000127121
7577,8545,8703,7242,1.2061,1.2174,1.0441,0.000137687,0.000138976,0.000119188
7578,8575,8577,7366,1.2104,1.1998,1.0620,0.000138171,0.000136964,0.000121229
7579,8195,8265,7166,1.1567,1.1562,1.0331,0.000132048,0.000131982,0.000117937
7580,7669,7772,6847,1.0825,1.0872,0.9871,0.000123572,0.000124109,0.000112687
7581,7320,7364,7642,1.0332,1.0301,1.1018,0.000117949,0.000117594,0.000125771
7582,7020,7203,7953,0.9909,1.0076,1.1466,0.000113115,0.000115023,0.00013089
7583,6628,7074,7859,0.9356,0.9896,1.1330,0.000106798,0.000112963,0.000129343
7584,6415,7106,7629,0.9055,0.9940,1.0999,0.000103366,0.000113474,0.000125557
7585,6409,7091,7515,0.9046,0.9919,1.0834,0.000103269,0.000113234,0.000123681
7586,6383,6898,7576,0.9010,0.9649,1.0922,0.000102851,0.000110152,0.000124685
7587,6368,6909,7583,0.8989,0.9665,1.0932,0.000102609,0.000110328,0.0001248
7588,6267,6721,7552,0.8846,0.9402,1.0888,0.000100981,0.000107326,0.00012429
7589,6638,6755,7873,0.9370,0.9449,1.1351,0.000106959,0.000107869,0.000129573
7590,7377,6800,7652,1.0413,0.9512,1.1032,0.000118867,0.000108587,0.000125936
7591,8172,6858,8086,1.1535,0.9593,1.1658,0.000131677,0.000109514,0.000133078
7592,8506,7073,8322,1.2006,0.9894,1.1998,0.000137059,0.000112947,0.000136963
7593,8475,7375,8376,1.1963,1.0317,1.2076,0.000136559,0.00011777,0.000137851
7594,8453,7366,8488,1.1932,1.0304,1.2237,0.000136205,0.000117626,0.000139695
7595,8581,7485,8564,1.2112,1.0470,1.2347,0.000138267,0.000119526,0.000140945
7596,8088,7444,8598,1.1416,1.0413,1.2396,0.000130323,0.000118871,0.000141505
7597,8055,7430,8535,1.1370,1.0394,1.2305,0.000129792,0.000118648,0.000140468
7598,7900,7293,8194,1.1151,1.0202,1.1813,0.000127294,0.00011646,0.000134856
7599,7824,7103,8152,1.1044,0.9936,1.1753,0.00012607,0.000113426,0.000134165
7600,7931,7267,8275,1.1195,1.0166,1.1930,0.000127794,0.000116045,0.000136189
7601,8424,7872,8523,1.1891,1.1012,1.2288,0.000135738,0.000125706,0.000140271
7602,8330,7984,8555,1.1758,1.1169,1.2334,0.000134223,0.000127494,0.000140797
7603,8023,7722,8142,1.1325,1.0802,1.1738,0.000129276,0.000123311,0.000134
7604,7516,7398,7641,1.0609,1.0349,1.1016,0.000121107,0.000118137,0.000125755
7605,7142,7179,7820,1.0081,1.0042,1.1274,0.00011508,0.00011464,0.000128701
7606,6939,7115,7829,0.9795,0.9953,1.1287,0.000111809,0.000113618,0.000128849
7607,6584,7039,7765,0.9293,0.9847,1.1195,0.000106089,0.000112404,0.000127795
7608,6415,6781,7892,0.9055,0.9486,1.1378,0.000103366,0.000108284,0.000129886
7609,6277,6762,7963,0.8860,0.9459,1.1480,0.000101143,0.000107981,0.000131054
7610,6195,6734,8018,0.8744,0.9420,1.1560,9.98212E-05,0.000107534,0.000131959
7611,6158,6856,8050,0.8692,0.9591,1.1606,9.9225E-05,0.000109482,0.000132486
7612,6025,6717,7946,0.8504,0.9396,1.1456,9.7082E-05,0.000107262,0.000130774
7613,6073,6655,8254,0.8572,0.9309,1.1900,9.78554E-05,0.000106272,0.000135843
7614,6144,6516,7563,0.8672,0.9115,1.0904,9.89995E-05,0.000104052,0.000124471
7615,6168,6413,8184,0.8706,0.8971,1.1799,9.93862E-05,0.000102408,0.000134691
7616,6494,6527,8438,0.9166,0.9130,1.2165,0.000104639,0.000104228,0.000138872
7617,6721,6790,8358,0.9487,0.9498,1.2050,0.000108297,0.000108428,0.000137555
7618,6775,6879,8353,0.9563,0.9623,1.2043,0.000109167,0.000109849,0.000137473
7619,6788,6821,8363,0.9581,0.9542,1.2057,0.000109376,0.000108923,0.000137637
7620,6756,7001,7970,0.9536,0.9793,1.1490,0.000108861,0.000111797,0.000131169
7621,6681,6905,7964,0.9430,0.9659,1.1482,0.000107652,0.000110264,0.000131071
7622,6466,6775,7884,0.9127,0.9477,1.1366,0.000104188,0.000108188,0.000129754
7623,6533,7047,7900,0.9221,0.9858,1.1390,0.000105267,0.000112532,0.000130017
7624,6771,7247,8113,0.9557,1.0138,1.1697,0.000109102,0.000115726,0.000133523
7625,7498,7532,8557,1.0584,1.0536,1.2337,0.000120817,0.000120277,0.00014083
7626,7543,7596,8611,1.0647,1.0626,1.2415,0.000121542,0.000121299,0.000141719
7627,7183,7430,8257,1.0139,1.0394,1.1904,0.000115741,0.000118648,0.000135893
7628,6770,7243,7764,0.9556,1.0132,1.1193,0.000109086,0.000115662,0.000127779
7629,6494,7247,7421,0.9166,1.0138,1.0699,0.000104639,0.000115726,0.000122134
7630,6377,7019,7333,0.9001,0.9819,1.0572,0.000102754,0.000112085,0.000120686
7631,6175,6700,7599,0.8716,0.9372,1.0956,9.9499E-05,0.000106991,0.000125063
7632,6061,6899,7946,0.8555,0.9651,1.1456,9.76621E-05,0.000110168,0.000130774
7633,6134,6892,8168,0.8658,0.9641,1.1776,9.88383E-05,0.000110057,0.000134428
7634,5637,6903,8236,0.7957,0.9656,1.1874,9.08301E-05,0.000110232,0.000135547
7635,5577,6924,8371,0.7872,0.9686,1.2069,8.98633E-05,0.000110568,0.000137769
7636,5493,6875,8280,0.7753,0.9617,1.1937,8.85098E-05,0.000109785,0.000136271
7637,5575,7115,8443,0.7869,0.9953,1.2172,8.9831E-05,0.000113618,0.000138954
7638,5798,7530,7814,0.8184,1.0533,1.1266,9.34243E-05,0.000120245,0.000128602
7639,5717,8293,8361,0.8070,1.1601,1.2054,9.21191E-05,0.000132429,0.000137604
7640,5621,8719,8676,0.7934,1.2197,1.2508,9.05723E-05,0.000139232,0.000142789
7641,5852,8825,8575,0.8260,1.2345,1.2363,9.42944E-05,0.000140924,0.000141126
7642,6273,8973,8503,0.8854,1.2552,1.2259,0.000101078,0.000143288,0.000139941
7643,6469,9013,8439,0.9131,1.2608,1.2167,0.000104236,0.000143926,0.000138888
7644,6490,8726,8074,0.9161,1.2206,1.1640,0.000104575,0.000139343,0.000132881
7645,6332,8788,8028,0.8938,1.2293,1.1574,0.000102029,0.000140333,0.000132124
7646,6219,8664,7913,0.8778,1.2120,1.1408,0.000100208,0.000138353,0.000130231
7647,6111,8651,7959,0.8626,1.2102,1.1475,9.84677E-05,0.000138146,0.000130988
7648,6051,8721,8206,0.8541,1.2199,1.1831,9.75009E-05,0.000139263,0.000135053
7649,6879,8867,8596,0.9710,1.2404,1.2393,0.000110843,0.000141595,0.000141472
7650,7176,8810,8832,1.0129,1.2324,1.2733,0.000115628,0.000140685,0.000145356
7651,6987,8422,8430,0.9862,1.1781,1.2154,0.000112583,0.000134489,0.00013874
7652,6626,7920,7891,0.9353,1.1079,1.1377,0.000106766,0.000126472,0.000129869
7653,6404,7461,7515,0.9039,1.0437,1.0834,0.000103189,0.000119143,0.000123681
7654,6322,7254,7264,0.8924,1.0147,1.0473,0.000101868,0.000115837,0.00011955
7655,6069,7099,7765,0.8566,0.9931,1.1195,9.7791E-05,0.000113362,0.000127795
7656,5929,7191,7018,0.8369,1.0059,1.0118,9.55351E-05,0.000114831,0.000115501
7657,6021,7194,6720,0.8499,1.0063,0.9688,9.70175E-05,0.000114879,0.000110597
7658,6018,7141,6667,0.8495,0.9989,0.9612,9.69692E-05,0.000114033,0.000109725
7659,6169,7159,7362,0.8708,1.0014,1.0614,9.94023E-05,0.00011432,0.000121163
7660,6241,7027,7007,0.8809,0.9830,1.0102,0.000100562,0.000112212,0.00011532
7661,6460,7367,6866,0.9118,1.0305,0.9899,0.000104091,0.000117642,0.000113
7662,7227,7799,7468,1.0201,1.0910,1.0767,0.00011645,0.00012454,0.000122907
7663,8079,8379,8292,1.1404,1.1721,1.1955,0.000130178,0.000133802,0.000136469
7664,8392,8665,8637,1.1845,1.2121,1.2452,0.000135222,0.000138369,0.000142147
7665,8365,8668,8635,1.1807,1.2125,1.2449,0.000134787,0.000138417,0.000142114
7666,8442,8638,8628,1.1916,1.2083,1.2439,0.000136028,0.000137938,0.000141999
7667,8548,8606,8634,1.2066,1.2039,1.2448,0.000137736,0.000137427,0.000142097
7668,8000,8218,8309,1.1292,1.1496,1.1979,0.000128906,0.000131231,0.000136749
7669,8031,8197,8324,1.1336,1.1466,1.2001,0.000129405,0.000130896,0.000136995
7670,7958,8080,8225,1.1233,1.1303,1.1858,0.000128229,0.000129027,0.000135366
7671,7937,8055,8201,1.1203,1.1268,1.1823,0.00012789,0.000128628,0.000134971
7672,8014,8190,8406,1.1312,1.1457,1.2119,0.000129131,0.000130784,0.000138345
7673,8503,8510,8644,1.2002,1.1904,1.2462,0.00013701,0.000135894,0.000142262
7674,8586,8530,8594,1.2119,1.1932,1.2390,0.000138348,0.000136213,0.000141439
7675,8204,8139,8318,1.1580,1.1385,1.1992,0.000132193,0.00012997,0.000136897
7676,7707,7660,7790,1.0879,1.0715,1.1231,0.000124184,0.000122321,0.000128207
7677,7280,7496,7403,1.0276,1.0486,1.0673,0.000117304,0.000119702,0.000121838
7678,7065,7241,7241,0.9972,1.0129,1.0439,0.00011384,0.00011563,0.000119172
7679,6593,7044,7002,0.9306,0.9854,1.0095,0.000106234,0.000112484,0.000115238
7680,6279,6836,7221,0.8863,0.9563,1.0411,0.000101175,0.000109162,0.000118842
7681,6309,6750,7122,0.8905,0.9442,1.0268,0.000101658,0.000107789,0.000117213
7682,6342,6687,7433,0.8952,0.9354,1.0716,0.00010219,0.000106783,0.000122331
7683,6278,6742,8080,0.8861,0.9431,1.1649,0.000101159,0.000107661,0.00013298
7684,6201,6596,8014,0.8753,0.9227,1.1554,9.99179E-05,0.00010533,0.000131893
7685,6581,6813,7619,0.9289,0.9530,1.0984,0.000106041,0.000108795,0.000125393
7686,7409,7559,7555,1.0458,1.0574,1.0892,0.000119383,0.000120708,0.000124339
7687,8320,8272,8306,1.1744,1.1571,1.1975,0.000134062,0.000132093,0.000136699
7688,8551,8523,8662,1.2070,1.1923,1.2488,0.000137784,0.000136102,0.000142558
7689,8441,8437,8593,1.1915,1.1802,1.2389,0.000136011,0.000134728,0.000141423
7690,8615,8481,8526,1.2160,1.1864,1.2292,0.000138815,0.000135431,0.00014032
7691,8780,8600,8413,1.2393,1.2030,1.2129,0.000141474,0.000137331,0.00013846
7692,8289,8309,8208,1.1700,1.1623,1.1834,0.000133562,0.000132684,0.000135086
7693,8298,8374,8245,1.1713,1.1714,1.1887,0.000133707,0.000133722,0.000135695
7694,8232,8366,8003,1.1620,1.1703,1.1538,0.000132644,0.000133595,0.000131712
7695,8135,8285,7906,1.1483,1.1590,1.1398,0.000131081,0.000132301,0.000130116
7696,8225,8395,7989,1.1610,1.1743,1.1518,0.000132531,0.000134058,0.000131482
7697,8605,8605,8379,1.2146,1.2037,1.2080,0.000138654,0.000137411,0.000137901
7698,8682,8521,8350,1.2255,1.1920,1.2038,0.000139895,0.00013607,0.000137423
7699,8211,8142,8005,1.1590,1.1390,1.1541,0.000132305,0.000130018,0.000131745
7700,7620,7647,7530,1.0756,1.0697,1.0856,0.000122783,0.000122113,0.000123928
7701,7256,7363,7178,1.0242,1.0300,1.0349,0.000116917,0.000117578,0.000118135
7702,6924,7023,7040,0.9773,0.9824,1.0150,0.000111568,0.000112149,0.000115864
7703,6401,6723,6798,0.9035,0.9405,0.9801,0.000103141,0.000107358,0.000111881
7704,6109,6441,6761,0.8623,0.9010,0.9747,9.84355E-05,0.000102855,0.000111272
7705,6099,6403,6812,0.8609,0.8957,0.9821,9.82744E-05,0.000102248,0.000112111
7706,5993,6350,7502,0.8459,0.8883,1.0816,9.65664E-05,0.000101402,0.000123467
7707,5911,6199,7788,0.8343,0.8672,1.1228,9.52451E-05,9.89903E-05,0.000128174
7708,5863,6093,7649,0.8276,0.8523,1.1028,9.44716E-05,9.72976E-05,0.000125886
7709,6280,6458,7568,0.8864,0.9034,1.0911,0.000101191,0.000103126,0.000124553
7710,7217,7207,7044,1.0187,1.0082,1.0155,0.000116289,0.000115087,0.000115929
7711,8056,8009,6797,1.1371,1.1203,0.9799,0.000129808,0.000127894,0.000111864
7712,8402,8354,6952,1.1860,1.1686,1.0023,0.000135383,0.000133403,0.000114415
7713,8329,8354,7166,1.1757,1.1686,1.0331,0.000134207,0.000133403,0.000117937
7714,8317,8510,7261,1.1740,1.1904,1.0468,0.000134013,0.000135894,0.000119501
7715,8465,8584,7292,1.1948,1.2008,1.0513,0.000136398,0.000137076,0.000120011
7716,7983,8150,7308,1.1268,1.1401,1.0536,0.000128632,0.000130145,0.000120274
7717,7954,8088,7230,1.1227,1.1314,1.0424,0.000128164,0.000129155,0.000118991
7718,7851,8036,7266,1.1082,1.1241,1.0475,0.000126505,0.000128325,0.000119583
7719,7839,8067,7007,1.1065,1.1285,1.0102,0.000126311,0.00012882,0.00011532
7720,7991,8046,7137,1.1279,1.1255,1.0289,0.000128761,0.000128485,0.00011746
7721,8512,8349,7474,1.2015,1.1679,1.0775,0.000137155,0.000133323,0.000123006
7722,8652,8348,7511,1.2212,1.1678,1.0829,0.000139411,0.000133307,0.000123615
7723,8202,8012,7232,1.1577,1.1208,1.0426,0.00013216,0.000127942,0.000119023
7724,7698,7576,6897,1.0866,1.0598,0.9943,0.000124039,0.000120979,0.00011351
7725,7371,7227,6594,1.0404,1.0110,0.9507,0.00011877,0.000115406,0.000108523
7726,7081,6977,6556,0.9995,0.9760,0.9452,0.000114098,0.000111414,0.000107898
7727,6609,6762,6486,0.9329,0.9459,0.9351,0.000106492,0.000107981,0.000106746
7728,6287,6492,6967,0.8874,0.9081,1.0044,0.000101304,0.000103669,0.000114662
7729,6442,6421,7043,0.9093,0.8982,1.0154,0.000103801,0.000102535,0.000115913
7730,6238,6326,7326,0.8805,0.8849,1.0562,0.000100514,0.000101018,0.00012057
7731,6261,6268,7305,0.8837,0.8768,1.0532,0.000100885,0.000100092,0.000120225
7732,6155,6143,7354,0.8688,0.8593,1.0602,9.91767E-05,9.8096E-05,0.000121031
7733,6535,6468,7194,0.9224,0.9048,1.0372,0.0001053,0.000103286,0.000118398
7734,7201,7269,6842,1.0164,1.0168,0.9864,0.000116031,0.000116077,0.000112605
7735,8103,7916,6849,1.1438,1.1073,0.9874,0.000130565,0.000126409,0.00011272
7736,8406,8287,7173,1.1865,1.1592,1.0341,0.000135447,0.000132333,0.000118052
7737,8304,8328,7536,1.1721,1.1650,1.0865,0.000133804,0.000132988,0.000124027
7738,8370,8545,7532,1.1814,1.1953,1.0859,0.000134867,0.000136453,0.000123961
7739,8530,8743,7538,1.2040,1.2230,1.0868,0.000137446,0.000139615,0.00012406
7740,7959,8425,7720,1.1234,1.1785,1.1130,0.000128245,0.000134537,0.000127055
7741,8046,8395,7653,1.1357,1.1743,1.1033,0.000129647,0.000134058,0.000125952
7742,7990,8275,7585,1.1278,1.1576,1.0935,0.000128744,0.000132141,0.000124833
7743,8002,8162,7242,1.1295,1.1418,1.0441,0.000128938,0.000130337,0.000119188
7744,8212,8225,7546,1.1591,1.1506,1.0879,0.000132322,0.000131343,0.000124191
7745,8545,8383,7220,1.2061,1.1727,1.0409,0.000137687,0.000133866,0.000118826
7746,8526,8283,7363,1.2035,1.1587,1.0615,0.000137381,0.000132269,0.000121179
7747,8113,7905,7157,1.1452,1.1058,1.0318,0.000130726,0.000126233,0.000117789
7748,7594,7326,6875,1.0719,1.0248,0.9912,0.000122364,0.000116987,0.000113148
7749,7160,7032,6586,1.0106,0.9837,0.9495,0.00011537,0.000112292,0.000108392
7750,6939,6831,6563,0.9795,0.9556,0.9462,0.000111809,0.000109083,0.000108013
7751,6576,6746,6324,0.9282,0.9437,0.9117,0.00010596,0.000107725,0.00010408
7752,6204,6669,6187,0.8757,0.9329,0.8920,9.99662E-05,0.000106496,0.000101825
7753,6159,6672,6172,0.8694,0.9333,0.8898,9.92412E-05,0.000106543,0.000101578
7754,6242,6611,6789,0.8811,0.9248,0.9788,0.000100579,0.000105569,0.000111733
7755,6257,6577,7279,0.8832,0.9200,1.0494,0.00010082,0.000105026,0.000119797
7756,6169,6372,7521,0.8708,0.8914,1.0843,9.94023E-05,0.000101753,0.00012378
7757,6413,6411,7344,0.9052,0.8968,1.0588,0.000103334,0.000102376,0.000120867
7758,7091,6584,7515,1.0009,0.9210,1.0834,0.000114259,0.000105138,0.000123681
7759,8067,6917,8296,1.1387,0.9676,1.1960,0.000129985,0.000110456,0.000136535
7760,8558,7290,8639,1.2080,1.0198,1.2455,0.000137897,0.000116412,0.00014218
7761,8695,7527,8615,1.2273,1.0529,1.2420,0.000140104,0.000120197,0.000141785
7762,8902,7309,8648,1.2565,1.0224,1.2468,0.00014344,0.000116716,0.000142328
7763,9090,7467,8618,1.2831,1.0445,1.2425,0.000146469,0.000119239,0.000141834
7764,8648,7677,8285,1.2207,1.0739,1.1945,0.000139347,0.000122592,0.000136354
7765,8653,7670,8396,1.2214,1.0729,1.2105,0.000139427,0.00012248,0.00013818
7766,8531,7458,8219,1.2042,1.0433,1.1849,0.000137462,0.000119095,0.000135267
7767,8406,7674,8191,1.1865,1.0735,1.1809,0.000135447,0.000122544,0.000134807
7768,8423,7779,8440,1.1889,1.0882,1.2168,0.000135721,0.000124221,0.000138905
7769,8608,7848,8560,1.2150,1.0978,1.2341,0.000138702,0.000125323,0.000140879
7770,8488,7723,8514,1.1981,1.0803,1.2275,0.000136769,0.000123327,0.000140122
