Hour,Export [MW],,,Import [MW],,,Export [MW/MWmax],,,Import [MW/MWmax],,
1435,5200,4900,5200,2000,2300,1800,1,0.942307692,1,0.625,0.71875,0.5625
1436,5200,5200,5200,2000,2600,1750,1,1,1,0.625,0.8125,0.546875
1437,5200,5200,5200,2000,2600,1750,1,1,1,0.625,0.8125,0.546875
1438,5200,5200,5200,2000,2436,1700,1,1,1,0.625,0.76125,0.53125
1439,5200,5200,5200,2336,2136,1700,1,1,1,0.73,0.6675,0.53125
1440,5200,5200,5200,2236,2100,1800,1,1,1,0.69875,0.65625,0.5625
1441,5200,5200,5200,2236,2100,1700,1,1,1,0.69875,0.65625,0.53125
1442,5200,5200,5200,2236,2100,1700,1,1,1,0.69875,0.65625,0.53125
1443,5200,5200,5200,2236,2100,1750,1,1,1,0.69875,0.65625,0.546875
1444,5200,5200,5200,2236,2100,1600,1,1,1,0.69875,0.65625,0.5
1445,5200,5200,5200,2236,2100,1550,1,1,1,0.69875,0.65625,0.484375
1446,5200,4900,5200,2236,2136,1500,1,0.942307692,1,0.69875,0.6675,0.46875
1447,5200,4900,5200,2400,2436,1350,1,0.942307692,1,0.75,0.76125,0.421875
1448,5200,4900,5200,2400,2436,1350,1,0.942307692,1,0.75,0.76125,0.421875
1449,5200,4900,5200,2400,2436,1300,1,0.942307692,1,0.75,0.76125,0.40625
1450,5200,4900,5200,2400,2600,1250,1,0.942307692,1,0.75,0.8125,0.390625
1451,5200,4900,5200,2400,2600,1250,1,0.942307692,1,0.75,0.8125,0.390625
1452,5200,4900,5200,2000,2600,1300,1,0.942307692,1,0.625,0.8125,0.40625
1453,5200,4900,5200,2000,2600,1350,1,0.942307692,1,0.625,0.8125,0.421875
1454,5200,4900,5200,2000,2600,1350,1,0.942307692,1,0.625,0.8125,0.421875
1455,5200,4900,5200,2000,2600,1450,1,0.942307692,1,0.625,0.8125,0.453125
1456,5200,4900,5200,2000,2600,1450,1,0.942307692,1,0.625,0.8125,0.453125
1457,5200,4900,5200,2400,2700,1450,1,0.942307692,1,0.75,0.84375,0.453125
1458,5200,4900,5200,2400,2700,1600,1,0.942307692,1,0.75,0.84375,0.5
1459,5200,4900,5200,2400,2700,1600,1,0.942307692,1,0.75,0.84375,0.5
1460,5200,5200,5200,2000,2600,1550,1,1,1,0.625,0.8125,0.484375
1461,5200,5200,5200,2000,2600,1650,1,1,1,0.625,0.8125,0.515625
1462,5200,5200,5200,2000,2436,1600,1,1,1,0.625,0.76125,0.5
1463,5200,5200,5200,2000,2136,1600,1,1,1,0.625,0.6675,0.5
1464,5200,5200,5200,2000,1900,1800,1,1,1,0.625,0.59375,0.5625
1465,5200,5200,5200,2000,1900,1800,1,1,1,0.625,0.59375,0.5625
1466,5200,5200,5200,2000,1900,1800,1,1,1,0.625,0.59375,0.5625
1467,5200,5200,5200,2000,1900,1900,1,1,1,0.625,0.59375,0.59375
1468,5200,5200,5200,2000,1900,1900,1,1,1,0.625,0.59375,0.59375
1469,5200,5200,5200,2000,1900,1900,1,1,1,0.625,0.59375,0.59375
1470,5200,4900,5200,2000,2100,2300,1,0.942307692,1,0.625,0.65625,0.71875
1471,5200,4900,5200,2000,2100,2250,1,0.942307692,1,0.625,0.65625,0.703125
1472,5200,4900,5200,2000,2100,2200,1,0.942307692,1,0.625,0.65625,0.6875
1473,5200,4900,5200,2000,2100,2250,1,0.942307692,1,0.625,0.65625,0.703125
1474,5200,4900,5200,2000,2100,2200,1,0.942307692,1,0.625,0.65625,0.6875
1475,5200,4900,5200,2000,2100,2400,1,0.942307692,1,0.625,0.65625,0.75
1476,5200,4900,5200,2000,2100,2500,1,0.942307692,1,0.625,0.65625,0.78125
1477,5200,4900,5200,2000,2100,2600,1,0.942307692,1,0.625,0.65625,0.8125
1478,5200,4900,5200,2400,2100,2600,1,0.942307692,1,0.75,0.65625,0.8125
1479,5200,4900,5200,2400,2100,2600,1,0.942307692,1,0.75,0.65625,0.8125
1480,5200,4900,5200,2400,2100,2600,1,0.942307692,1,0.75,0.65625,0.8125
1481,5200,4900,5200,2400,2100,2600,1,0.942307692,1,0.75,0.65625,0.8125
1482,5200,4900,5200,2186,2100,2600,1,0.942307692,1,0.683125,0.65625,0.8125
1483,5200,4900,5200,2036,2300,2600,1,0.942307692,1,0.63625,0.71875,0.8125
1484,5200,5200,5200,2336,2600,2600,1,1,1,0.73,0.8125,0.8125
1485,5200,5200,5200,2400,2600,2600,1,1,1,0.75,0.8125,0.8125
1486,5200,5200,5200,2400,2436,2600,1,1,1,0.75,0.76125,0.8125
1487,5200,5200,5200,2336,2136,2600,1,1,1,0.73,0.6675,0.8125
1488,5200,5200,5200,2036,2100,2436,1,1,1,0.63625,0.65625,0.76125
1489,5200,5200,5200,2036,2100,2436,1,1,1,0.63625,0.65625,0.76125
1490,5200,5200,5200,2086,2100,2436,1,1,1,0.651875,0.65625,0.76125
1491,5200,5200,5200,2086,2100,2436,1,1,1,0.651875,0.65625,0.76125
1492,5200,5200,5200,2086,2100,2436,1,1,1,0.651875,0.65625,0.76125
1493,5200,5200,5200,2086,2100,2436,1,1,1,0.651875,0.65625,0.76125
1494,5200,4900,5200,2086,2100,2436,1,0.942307692,1,0.651875,0.65625,0.76125
1495,5200,4900,5200,2086,2400,2436,1,0.942307692,1,0.651875,0.75,0.76125
1496,5200,4900,5200,2086,2400,2436,1,0.942307692,1,0.651875,0.75,0.76125
1497,5200,4900,5200,2086,2400,2436,1,0.942307692,1,0.651875,0.75,0.76125
1498,5200,4900,5200,2086,2600,2436,1,0.942307692,1,0.651875,0.8125,0.76125
1499,5200,4900,5200,2086,2600,2436,1,0.942307692,1,0.651875,0.8125,0.76125
1500,5200,4900,5200,2036,2600,2436,1,0.942307692,1,0.63625,0.8125,0.76125
1501,5200,4900,5200,2036,2600,2436,1,0.942307692,1,0.63625,0.8125,0.76125
1502,5200,4900,5200,2400,2600,2436,1,0.942307692,1,0.75,0.8125,0.76125
1503,5200,4900,5200,2400,2600,2436,1,0.942307692,1,0.75,0.8125,0.76125
1504,5200,4900,5200,2400,2600,2436,1,0.942307692,1,0.75,0.8125,0.76125
1505,5200,4900,5200,2400,2700,2436,1,0.942307692,1,0.75,0.84375,0.76125
1506,5200,4900,5200,2186,2700,2436,1,0.942307692,1,0.683125,0.84375,0.76125
1507,5200,4900,5200,2036,2700,2436,1,0.942307692,1,0.63625,0.84375,0.76125
1508,5200,5200,5200,2386,2700,2400,1,1,1,0.745625,0.84375,0.75
1509,5200,5200,5200,2400,2700,2400,1,1,1,0.75,0.84375,0.75
1510,5200,5200,5200,2400,2400,2400,1,1,1,0.75,0.75,0.75
1511,5200,5200,5200,2386,2100,2400,1,1,1,0.745625,0.65625,0.75
1512,5200,5200,5200,2036,2100,2000,1,1,1,0.63625,0.65625,0.625
1513,5200,5200,5200,2036,2100,2000,1,1,1,0.63625,0.65625,0.625
1514,5200,5200,5200,2122,2100,2000,1,1,1,0.663125,0.65625,0.625
1515,5200,5200,5200,2122,2100,2000,1,1,1,0.663125,0.65625,0.625
1516,5200,5200,5200,2122,2100,1800,1,1,1,0.663125,0.65625,0.5625
1517,5200,5200,5200,2122,2100,1800,1,1,1,0.663125,0.65625,0.5625
1518,5200,5200,5200,2122,2136,1800,1,1,1,0.663125,0.6675,0.5625
1519,5200,5200,5200,2122,2436,1800,1,1,1,0.663125,0.76125,0.5625
1520,5200,5200,5200,2122,2436,1700,1,1,1,0.663125,0.76125,0.53125
1521,5200,5200,5200,2122,2436,1700,1,1,1,0.663125,0.76125,0.53125
1522,5200,5200,5200,2122,2636,1700,1,1,1,0.663125,0.82375,0.53125
1523,5200,5200,5200,2122,2636,1700,1,1,1,0.663125,0.82375,0.53125
1524,5200,5200,5200,2036,2636,1700,1,1,1,0.63625,0.82375,0.53125
1525,5200,5200,5200,2036,2636,1700,1,1,1,0.63625,0.82375,0.53125
1526,5200,5200,5200,2036,2636,1700,1,1,1,0.63625,0.82375,0.53125
1527,5200,5200,5200,2036,2636,1700,1,1,1,0.63625,0.82375,0.53125
1528,5200,5200,5200,2036,2500,1900,1,1,1,0.63625,0.78125,0.59375
1529,5200,5200,5200,2400,2500,1900,1,1,1,0.75,0.78125,0.59375
1530,5200,5200,5200,2186,2500,2400,1,1,1,0.683125,0.78125,0.75
1531,5200,5200,5200,2036,2500,2400,1,1,1,0.63625,0.78125,0.75
1532,5200,5200,5200,2386,2500,2400,1,1,1,0.745625,0.78125,0.75
1533,5200,5200,5200,2400,2500,2400,1,1,1,0.75,0.78125,0.75
1534,5200,5200,5200,2400,2400,2400,1,1,1,0.75,0.75,0.75
1535,5200,5200,5200,2386,2100,2400,1,1,1,0.745625,0.65625,0.75
1536,5200,5200,5200,2036,2136,2400,1,1,1,0.63625,0.6675,0.75
1537,5200,5200,5200,2086,2136,2400,1,1,1,0.651875,0.6675,0.75
1538,5200,5200,5200,2208,2136,2400,1,1,1,0.69,0.6675,0.75
1539,5200,5200,5200,2208,2136,2400,1,1,1,0.69,0.6675,0.75
1540,5200,5200,5200,2158,2136,2400,1,1,1,0.674375,0.6675,0.75
1541,5200,5200,5200,2158,2136,2400,1,1,1,0.674375,0.6675,0.75
1542,5200,5200,5200,2158,2136,2400,1,1,1,0.674375,0.6675,0.75
1543,5200,5200,5200,2158,2536,2600,1,1,1,0.674375,0.7925,0.8125
1544,5200,5200,5200,2158,2536,2600,1,1,1,0.674375,0.7925,0.8125
1545,5200,5200,5200,2158,2536,2600,1,1,1,0.674375,0.7925,0.8125
1546,5200,5200,5200,2158,2736,2600,1,1,1,0.674375,0.855,0.8125
1547,5200,5200,5200,2158,2736,2600,1,1,1,0.674375,0.855,0.8125
1548,5200,5200,5200,2036,2736,2600,1,1,1,0.63625,0.855,0.8125
1549,5200,5200,5200,2036,2736,2600,1,1,1,0.63625,0.855,0.8125
1550,5200,5200,5200,2036,2736,2600,1,1,1,0.63625,0.855,0.8125
1551,5200,5200,5200,2036,2736,2600,1,1,1,0.63625,0.855,0.8125
1552,5200,5200,5200,2036,2736,2600,1,1,1,0.63625,0.855,0.8125
1553,5200,5200,5200,2436,2736,2600,1,1,1,0.76125,0.855,0.8125
1554,5200,5200,5200,2186,2736,2600,1,1,1,0.683125,0.855,0.8125
1555,5200,5200,5200,2036,2736,2600,1,1,1,0.63625,0.855,0.8125
1556,5200,5200,5200,2386,2736,2600,1,1,1,0.745625,0.855,0.8125
1557,5200,5200,5200,2486,2736,2600,1,1,1,0.776875,0.855,0.8125
1558,5200,5200,5200,2486,2436,2600,1,1,1,0.776875,0.76125,0.8125
1559,5200,5200,5200,2436,2136,2600,1,1,1,0.76125,0.6675,0.8125
1560,5200,5200,5200,2086,2136,2400,1,1,1,0.651875,0.6675,0.75
1561,5200,5200,5200,2136,2136,2400,1,1,1,0.6675,0.6675,0.75
1562,5200,5200,5200,2208,2136,2400,1,1,1,0.69,0.6675,0.75
1563,5200,5200,5200,2258,2136,2400,1,1,1,0.705625,0.6675,0.75
1564,5200,5200,5200,2208,2136,2400,1,1,1,0.69,0.6675,0.75
1565,5200,5200,5200,2208,2136,2400,1,1,1,0.69,0.6675,0.75
1566,5200,5200,5200,2208,2136,2400,1,1,1,0.69,0.6675,0.75
1567,5200,5200,5200,2208,2336,2600,1,1,1,0.69,0.73,0.8125
1568,5200,5200,5200,2158,2336,2600,1,1,1,0.674375,0.73,0.8125
1569,5200,5200,5200,2158,2336,2600,1,1,1,0.674375,0.73,0.8125
1570,5200,5200,5200,2158,2336,2600,1,1,1,0.674375,0.73,0.8125
1571,5200,5200,5200,2158,2336,2600,1,1,1,0.674375,0.73,0.8125
1572,5200,5200,5200,2036,2336,2600,1,1,1,0.63625,0.73,0.8125
1573,5200,5200,5200,2036,2336,2600,1,1,1,0.63625,0.73,0.8125
1574,5200,5200,5200,2036,2336,2600,1,1,1,0.63625,0.73,0.8125
1575,5200,5200,5200,2036,2336,2600,1,1,1,0.63625,0.73,0.8125
1576,5200,5200,5200,2036,2336,2600,1,1,1,0.63625,0.73,0.8125
1577,5200,5200,5200,2486,2336,2600,1,1,1,0.776875,0.73,0.8125
1578,5200,5200,5200,2186,2336,2600,1,1,1,0.683125,0.73,0.8125
1579,5200,5200,5200,2036,2336,2600,1,1,1,0.63625,0.73,0.8125
1580,5200,5200,5200,2436,2336,2600,1,1,1,0.76125,0.73,0.8125
1581,5200,5200,5200,2536,2336,2600,1,1,1,0.7925,0.73,0.8125
1582,5200,5200,5200,2536,2336,2600,1,1,1,0.7925,0.73,0.8125
1583,5200,5200,5200,2486,2136,2600,1,1,1,0.776875,0.6675,0.8125
1584,5200,5200,5200,2136,2136,2400,1,1,1,0.6675,0.6675,0.75
1585,5200,5200,5200,2186,2136,2400,1,1,1,0.683125,0.6675,0.75
1586,5200,5200,5200,2294,2136,2400,1,1,1,0.716875,0.6675,0.75
1587,5200,5200,5200,2344,2136,2400,1,1,1,0.7325,0.6675,0.75
1588,5200,5200,5200,2294,2136,2400,1,1,1,0.716875,0.6675,0.75
1589,5200,5200,5200,2244,2136,2400,1,1,1,0.70125,0.6675,0.75
1590,5200,5200,5200,2244,2136,2400,1,1,1,0.70125,0.6675,0.75
1591,5200,5200,5200,2244,2500,2600,1,1,1,0.70125,0.78125,0.8125
1592,5200,5200,5200,2194,2500,2600,1,1,1,0.685625,0.78125,0.8125
1593,5200,5200,5200,2194,2500,2600,1,1,1,0.685625,0.78125,0.8125
1594,5200,5200,5200,2194,2700,2300,1,1,1,0.685625,0.84375,0.71875
1595,5200,5200,5200,2194,2700,2300,1,1,1,0.685625,0.84375,0.71875
1596,5200,5200,5200,2036,2700,1900,1,1,1,0.63625,0.84375,0.59375
1597,5200,5200,5200,2036,2700,1900,1,1,1,0.63625,0.84375,0.59375
1598,5200,5200,5200,2036,2700,1900,1,1,1,0.63625,0.84375,0.59375
1599,5200,5200,5200,2036,2700,1900,1,1,1,0.63625,0.84375,0.59375
1600,5200,5200,5200,2036,2700,1850,1,1,1,0.63625,0.84375,0.578125
1601,5200,5200,5200,2486,2700,1800,1,1,1,0.776875,0.84375,0.5625
1602,5200,5200,5200,2186,2700,1850,1,1,1,0.683125,0.84375,0.578125
1603,5200,5200,5200,2036,2700,1800,1,1,1,0.63625,0.84375,0.5625
1604,5200,5200,5200,2486,2736,1800,1,1,1,0.776875,0.855,0.5625
1605,5200,5200,5200,2536,2736,1850,1,1,1,0.7925,0.855,0.578125
1606,5200,5200,5200,2536,2436,1800,1,1,1,0.7925,0.76125,0.5625
1607,5200,5200,5200,2536,2136,1800,1,1,1,0.7925,0.6675,0.5625
1608,5200,5200,5200,2186,2100,2400,1,1,1,0.683125,0.65625,0.75
1609,5200,5200,5200,2236,2100,2400,1,1,1,0.69875,0.65625,0.75
1610,5200,5200,5200,2380,2100,2400,1,1,1,0.74375,0.65625,0.75
1611,5200,5200,5200,2430,2100,2400,1,1,1,0.759375,0.65625,0.75
1612,5200,5200,5200,2380,2100,2400,1,1,1,0.74375,0.65625,0.75
1613,5200,5200,5200,2330,2100,2400,1,1,1,0.728125,0.65625,0.75
1614,5200,5200,5200,2330,2136,2400,1,1,1,0.728125,0.6675,0.75
1615,5200,5200,5200,2080,2500,2600,1,1,1,0.65,0.78125,0.8125
1616,5200,5200,5200,2030,2500,2600,1,1,1,0.634375,0.78125,0.8125
1617,5200,5200,5200,2030,2500,2600,1,1,1,0.634375,0.78125,0.8125
1618,5200,5200,5200,2030,2700,2600,1,1,1,0.634375,0.84375,0.8125
1619,5200,5200,5200,2030,2700,2600,1,1,1,0.634375,0.84375,0.8125
1620,5200,5200,5200,1836,2700,2400,1,1,1,0.57375,0.84375,0.75
1621,5200,5200,5200,1836,2700,2250,1,1,1,0.57375,0.84375,0.703125
1622,5200,5200,5200,1836,2700,2250,1,1,1,0.57375,0.84375,0.703125
1623,5200,5200,5200,1836,2700,2300,1,1,1,0.57375,0.84375,0.71875
1624,5200,5200,5200,1836,2700,2000,1,1,1,0.57375,0.84375,0.625
1625,5200,5200,5200,2286,2700,2050,1,1,1,0.714375,0.84375,0.640625
1626,5200,5200,5200,1986,2700,2100,1,1,1,0.620625,0.84375,0.65625
1627,5200,5200,5200,1836,2700,2000,1,1,1,0.57375,0.84375,0.625
1628,5200,5200,5200,2236,2736,2000,1,1,1,0.69875,0.855,0.625
1629,5200,5200,5200,2236,2736,2000,1,1,1,0.69875,0.855,0.625
1630,5200,5200,5200,2236,2436,1650,1,1,1,0.69875,0.76125,0.515625
1631,5200,5200,5200,2236,2136,2100,1,1,1,0.69875,0.6675,0.65625
1632,5200,5200,5200,2186,2200,1650,1,1,1,0.683125,0.6875,0.515625
1633,5200,5200,5200,2236,2200,1650,1,1,1,0.69875,0.6875,0.515625
1634,5200,5200,5200,2416,2200,1650,1,1,1,0.755,0.6875,0.515625
1635,5200,5200,5200,2466,2200,1700,1,1,1,0.770625,0.6875,0.53125
1636,5200,5200,5200,2416,2200,1750,1,1,1,0.755,0.6875,0.546875
1637,5200,5200,5200,2366,2200,1800,1,1,1,0.739375,0.6875,0.5625
1638,5200,5200,5200,2366,2200,1950,1,1,1,0.739375,0.6875,0.609375
1639,5200,5200,5200,2116,2536,2400,1,1,1,0.66125,0.7925,0.75
1640,5200,5200,5200,2066,2536,2400,1,1,1,0.645625,0.7925,0.75
1641,5200,5200,5200,2066,2536,2400,1,1,1,0.645625,0.7925,0.75
1642,5200,5200,5200,2066,2736,2400,1,1,1,0.645625,0.855,0.75
1643,5200,5200,5200,2066,2736,2400,1,1,1,0.645625,0.855,0.75
1644,5200,5200,5200,1886,2736,2400,1,1,1,0.589375,0.855,0.75
1645,5200,5200,5200,1886,2736,2400,1,1,1,0.589375,0.855,0.75
1646,5200,5200,5200,1886,2736,2400,1,1,1,0.589375,0.855,0.75
1647,5200,5200,5200,1886,2736,2400,1,1,1,0.589375,0.855,0.75
1648,5200,5200,5200,1886,2736,2400,1,1,1,0.589375,0.855,0.75
1649,5200,5200,5200,2286,2736,2400,1,1,1,0.714375,0.855,0.75
1650,5200,5200,5200,1986,2736,2600,1,1,1,0.620625,0.855,0.8125
1651,5200,5200,5200,1836,2736,2600,1,1,1,0.57375,0.855,0.8125
1652,5200,5200,5200,2236,2736,2600,1,1,1,0.69875,0.855,0.8125
1653,5200,5200,5200,2286,2736,2600,1,1,1,0.714375,0.855,0.8125
1654,5200,5200,5200,2286,2436,2600,1,1,1,0.714375,0.76125,0.8125
1655,5200,5200,5200,2236,2200,2600,1,1,1,0.69875,0.6875,0.8125
1656,5200,5200,5200,2186,2197,2500,1,1,1,0.683125,0.6865625,0.78125
1657,5200,5200,5200,2236,2197,2500,1,1,1,0.69875,0.6865625,0.78125
1658,5200,5200,5200,2416,2197,2500,1,1,1,0.755,0.6865625,0.78125
1659,5200,5200,5200,2466,2197,2500,1,1,1,0.770625,0.6865625,0.78125
1660,5200,5200,5200,2416,2197,2500,1,1,1,0.755,0.6865625,0.78125
1661,5200,5200,5200,2366,2197,2500,1,1,1,0.739375,0.6865625,0.78125
1662,5200,5200,5200,2366,2197,2500,1,1,1,0.739375,0.6865625,0.78125
1663,5200,5200,5200,2116,2636,2500,1,1,1,0.66125,0.82375,0.78125
1664,5200,5200,5200,2066,2636,2500,1,1,1,0.645625,0.82375,0.78125
1665,5200,5200,5200,2066,2636,2500,1,1,1,0.645625,0.82375,0.78125
1666,5200,5200,5200,2066,2736,2500,1,1,1,0.645625,0.855,0.78125
1667,5200,5200,5200,2066,2736,2500,1,1,1,0.645625,0.855,0.78125
1668,5200,5200,5200,1886,2736,2500,1,1,1,0.589375,0.855,0.78125
1669,5200,5200,5200,1886,2736,2500,1,1,1,0.589375,0.855,0.78125
1670,5200,5200,5200,1886,2736,2500,1,1,1,0.589375,0.855,0.78125
1671,5200,5200,5200,1886,2736,2500,1,1,1,0.589375,0.855,0.78125
1672,5200,5200,5200,1886,2736,2500,1,1,1,0.589375,0.855,0.78125
1673,5200,5200,5200,2286,2736,2500,1,1,1,0.714375,0.855,0.78125
1674,5200,5200,5200,1986,2736,2500,1,1,1,0.620625,0.855,0.78125
1675,5200,5200,5200,1836,2736,2500,1,1,1,0.57375,0.855,0.78125
1676,5200,5200,5200,2236,2736,2500,1,1,1,0.69875,0.855,0.78125
1677,5200,5200,5200,2286,2736,2500,1,1,1,0.714375,0.855,0.78125
1678,5200,5200,5200,2286,2736,2500,1,1,1,0.714375,0.855,0.78125
1679,5200,5200,5200,2236,2197,2500,1,1,1,0.69875,0.6865625,0.78125
1680,5200,5200,5200,2266,2300,2536,1,1,1,0.708125,0.71875,0.7925
1681,5200,5200,5200,2266,2300,2536,1,1,1,0.708125,0.71875,0.7925
1682,5200,5200,5200,2416,2300,2536,1,1,1,0.755,0.71875,0.7925
1683,5200,5200,5200,2466,2300,2536,1,1,1,0.770625,0.71875,0.7925
1684,5200,5200,5200,2416,2300,2536,1,1,1,0.755,0.71875,0.7925
1685,5200,5200,5200,2366,2300,2536,1,1,1,0.739375,0.71875,0.7925
1686,5200,5200,5200,2366,2300,2536,1,1,1,0.739375,0.71875,0.7925
1687,5200,5200,5200,2136,2600,2536,1,1,1,0.6675,0.8125,0.7925
1688,5200,5200,5200,2136,2600,2536,1,1,1,0.6675,0.8125,0.7925
1689,5200,5200,5200,2136,2600,2536,1,1,1,0.6675,0.8125,0.7925
1690,5200,5200,5200,2136,2700,2536,1,1,1,0.6675,0.84375,0.7925
1691,5200,5200,5200,2136,2700,2536,1,1,1,0.6675,0.84375,0.7925
1692,5200,5200,5200,2136,2700,2536,1,1,1,0.6675,0.84375,0.7925
1693,5200,5200,5200,2136,2700,2536,1,1,1,0.6675,0.84375,0.7925
1694,5200,5200,5200,2136,2700,2536,1,1,1,0.6675,0.84375,0.7925
1695,5200,5200,5200,2136,2700,2536,1,1,1,0.6675,0.84375,0.7925
1696,5200,5200,5200,2136,2700,2536,1,1,1,0.6675,0.84375,0.7925
1697,5200,5200,5200,2336,2700,2536,1,1,1,0.73,0.84375,0.7925
1698,5200,5200,5200,1986,2700,2536,1,1,1,0.620625,0.84375,0.7925
1699,5200,5200,5200,1836,2700,2536,1,1,1,0.57375,0.84375,0.7925
1700,5200,5200,5200,2236,2700,2536,1,1,1,0.69875,0.84375,0.7925
1701,5200,5200,5200,2336,2700,2536,1,1,1,0.73,0.84375,0.7925
1702,5200,5200,5200,2336,2500,2536,1,1,1,0.73,0.78125,0.7925
1703,5200,5200,5200,2286,2300,2536,1,1,1,0.714375,0.71875,0.7925
1704,5200,5200,5200,2316,2359,2336,1,1,1,0.72375,0.7371875,0.73
1705,5200,5200,5200,2316,2359,2336,1,1,1,0.72375,0.7371875,0.73
1706,5200,5200,5200,2466,2359,2336,1,1,1,0.770625,0.7371875,0.73
1707,5200,5200,5200,2516,2359,2336,1,1,1,0.78625,0.7371875,0.73
1708,5200,5200,5200,2466,2359,2336,1,1,1,0.770625,0.7371875,0.73
1709,5200,5200,5200,2416,2359,2336,1,1,1,0.755,0.7371875,0.73
1710,5200,5200,5200,2366,2395,2336,1,1,1,0.739375,0.7484375,0.73
1711,5200,5200,4900,2186,2595,2636,1,1,0.942307692,0.683125,0.8109375,0.82375
1712,5200,5200,4900,2136,2595,2636,1,1,0.942307692,0.6675,0.8109375,0.82375
1713,5200,5200,4900,2136,2595,2636,1,1,0.942307692,0.6675,0.8109375,0.82375
1714,5200,5200,4900,2136,2795,2636,1,1,0.942307692,0.6675,0.8734375,0.82375
1715,5200,5200,4900,2136,2795,2636,1,1,0.942307692,0.6675,0.8734375,0.82375
1716,5200,5200,4900,2186,2795,2636,1,1,0.942307692,0.683125,0.8734375,0.82375
1717,5200,5200,4900,2186,2795,2636,1,1,0.942307692,0.683125,0.8734375,0.82375
1718,5200,5200,4900,2186,2795,2636,1,1,0.942307692,0.683125,0.8734375,0.82375
1719,5200,5200,4900,2186,2795,2636,1,1,0.942307692,0.683125,0.8734375,0.82375
1720,5200,5200,4900,2186,2795,2636,1,1,0.942307692,0.683125,0.8734375,0.82375
1721,5200,5200,5200,2386,2795,2636,1,1,1,0.745625,0.8734375,0.82375
1722,5200,5200,5200,2186,2795,2636,1,1,1,0.683125,0.8734375,0.82375
1723,5200,5200,5200,1836,2795,2636,1,1,1,0.57375,0.8734375,0.82375
1724,5200,5200,5200,2236,2795,2636,1,1,1,0.69875,0.8734375,0.82375
1725,5200,5200,5200,2386,2700,2636,1,1,1,0.745625,0.84375,0.82375
1726,5200,5200,5200,2386,2459,2636,1,1,1,0.745625,0.7684375,0.82375
1727,5200,5200,5200,2336,2359,2636,1,1,1,0.73,0.7371875,0.82375
1728,5200,5200,5200,2366,2159,2336,1,1,1,0.739375,0.6746875,0.73
1729,5200,5200,5200,2366,2159,2336,1,1,1,0.739375,0.6746875,0.73
1730,5200,5200,5200,2516,2159,2336,1,1,1,0.78625,0.6746875,0.73
1731,5200,5200,5200,2516,2159,2336,1,1,1,0.78625,0.6746875,0.73
1732,5200,5200,5200,2516,2159,2336,1,1,1,0.78625,0.6746875,0.73
1733,5200,5200,5200,2466,2159,2336,1,1,1,0.770625,0.6746875,0.73
1734,5200,5200,5200,2416,2159,2336,1,1,1,0.755,0.6746875,0.73
1735,5200,5200,5200,2236,2359,2636,1,1,1,0.69875,0.7371875,0.82375
1736,5200,5200,5200,2186,2359,2636,1,1,1,0.683125,0.7371875,0.82375
1737,5200,5200,5200,2186,2359,2636,1,1,1,0.683125,0.7371875,0.82375
1738,5200,5200,5200,2186,2359,2636,1,1,1,0.683125,0.7371875,0.82375
1739,5200,5200,5200,2186,2359,2636,1,1,1,0.683125,0.7371875,0.82375
1740,5200,5200,5200,2236,2359,2636,1,1,1,0.69875,0.7371875,0.82375
1741,5200,5200,5200,2236,2359,2636,1,1,1,0.69875,0.7371875,0.82375
1742,5200,5200,5200,2236,2359,2636,1,1,1,0.69875,0.7371875,0.82375
1743,5200,5200,5200,2236,2359,2636,1,1,1,0.69875,0.7371875,0.82375
1744,5200,5200,5200,2236,2395,2636,1,1,1,0.69875,0.7484375,0.82375
1745,5200,5200,5200,2586,2395,2636,1,1,1,0.808125,0.7484375,0.82375
1746,5200,5200,5200,2386,2395,2600,1,1,1,0.745625,0.7484375,0.8125
1747,5200,5200,5200,2036,2395,2600,1,1,1,0.63625,0.7484375,0.8125
1748,5200,5200,5200,2436,2395,2000,1,1,1,0.76125,0.7484375,0.625
1749,5200,5200,5200,2586,2395,2000,1,1,1,0.808125,0.7484375,0.625
1750,5200,5200,5200,2586,2395,2000,1,1,1,0.808125,0.7484375,0.625
1751,5200,5200,5200,2536,2195,2000,1,1,1,0.7925,0.6859375,0.625
1752,5200,5200,5200,2366,2359,2000,1,1,1,0.739375,0.7371875,0.625
1753,5200,5200,5200,2366,2359,2000,1,1,1,0.739375,0.7371875,0.625
1754,5200,5200,5200,2516,2359,2000,1,1,1,0.78625,0.7371875,0.625
1755,5200,5200,5200,2516,2359,2000,1,1,1,0.78625,0.7371875,0.625
1756,5200,5200,5200,2516,2359,2000,1,1,1,0.78625,0.7371875,0.625
1757,5200,5200,5200,2466,2359,2000,1,1,1,0.770625,0.7371875,0.625
1758,5200,5200,5200,2416,2395,2400,1,1,1,0.755,0.7484375,0.75
1759,5200,5200,5200,2236,2559,2400,1,1,1,0.69875,0.7996875,0.75
1760,5200,5200,5200,2186,2559,2400,1,1,1,0.683125,0.7996875,0.75
1761,5200,5200,5200,2186,2559,2400,1,1,1,0.683125,0.7996875,0.75
1762,5200,5200,5200,2186,2759,2400,1,1,1,0.683125,0.8621875,0.75
1763,5200,5200,5200,2186,2759,2400,1,1,1,0.683125,0.8621875,0.75
1764,5200,5200,5200,2236,2759,2400,1,1,1,0.69875,0.8621875,0.75
1765,5200,5200,5200,2236,2759,2200,1,1,1,0.69875,0.8621875,0.6875
