Hour,Export [MW],,,Import [MW],,,Export [MW/MWmax],,,Import [MW/MWmax],,
8040,4900,5200,5200,936,1400,1486,0.942307692,1,1,0.2925,0.4375,0.464375
8041,4900,5200,5200,936,1400,1486,0.942307692,1,1,0.2925,0.4375,0.464375
8042,4900,5200,5200,936,1400,1486,0.942307692,1,1,0.2925,0.4375,0.464375
8043,4900,5200,5200,936,1400,1486,0.942307692,1,1,0.2925,0.4375,0.464375
8044,4900,5200,5200,936,1400,1486,0.942307692,1,1,0.2925,0.4375,0.464375
8045,4900,5200,5200,936,1400,1486,0.942307692,1,1,0.2925,0.4375,0.464375
8046,4900,5200,5200,936,1200,1486,0.942307692,1,1,0.2925,0.375,0.464375
8047,4900,5200,5200,936,1200,1486,0.942307692,1,1,0.2925,0.375,0.464375
8048,4900,5200,5200,936,1200,1486,0.942307692,1,1,0.2925,0.375,0.464375
8049,4900,5200,5200,936,1200,1486,0.942307692,1,1,0.2925,0.375,0.464375
8050,4900,5200,5200,936,1200,1486,0.942307692,1,1,0.2925,0.375,0.464375
8051,4900,5200,5200,936,1200,1486,0.942307692,1,1,0.2925,0.375,0.464375
8052,4900,5200,5200,936,1200,1486,0.942307692,1,1,0.2925,0.375,0.464375
8053,4900,5200,5200,936,1200,1486,0.942307692,1,1,0.2925,0.375,0.464375
8054,4900,5200,5200,936,1200,1486,0.942307692,1,1,0.2925,0.375,0.464375
8055,4900,5200,5200,936,1200,1486,0.942307692,1,1,0.2925,0.375,0.464375
8056,4900,5200,5200,936,1200,1486,0.942307692,1,1,0.2925,0.375,0.464375
8057,4900,5200,5200,936,1200,1486,0.942307692,1,1,0.2925,0.375,0.464375
8058,4900,5200,5200,936,1200,1486,0.942307692,1,1,0.2925,0.375,0.464375
8059,4900,5200,5200,936,1200,1486,0.942307692,1,1,0.2925,0.375,0.464375
8060,4900,5200,5200,936,1200,1486,0.942307692,1,1,0.2925,0.375,0.464375
8061,4900,5200,5200,936,1200,1486,0.942307692,1,1,0.2925,0.375,0.464375
8062,4900,5200,5200,936,1200,1486,0.942307692,1,1,0.2925,0.375,0.464375
8063,4900,5200,5200,936,1200,1486,0.942307692,1,1,0.2925,0.375,0.464375
8064,5200,5200,5200,936,1200,1286,1,1,1,0.2925,0.375,0.401875
8065,5200,5200,5200,936,1200,1286,1,1,1,0.2925,0.375,0.401875
8066,5200,5200,5200,936,1200,1286,1,1,1,0.2925,0.375,0.401875
8067,5200,5200,5200,936,1200,1286,1,1,1,0.2925,0.375,0.401875
8068,5200,5200,5200,936,1200,1286,1,1,1,0.2925,0.375,0.401875
8069,5200,5200,5200,936,1200,1286,1,1,1,0.2925,0.375,0.401875
8070,5200,5200,5200,936,1400,1286,1,1,1,0.2925,0.4375,0.401875
8071,5200,5200,5200,936,1400,1286,1,1,1,0.2925,0.4375,0.401875
8072,5200,5200,5200,936,1400,1286,1,1,1,0.2925,0.4375,0.401875
8073,5200,5200,5200,936,1600,1286,1,1,1,0.2925,0.5,0.401875
8074,5200,5200,5200,936,1600,1286,1,1,1,0.2925,0.5,0.401875
8075,5200,5200,5200,936,2000,1286,1,1,1,0.2925,0.625,0.401875
8076,5200,5200,5200,936,2150,1286,1,1,1,0.2925,0.671875,0.401875
8077,5200,5200,5200,936,2350,1286,1,1,1,0.2925,0.734375,0.401875
8078,5200,5200,5200,936,2350,1286,1,1,1,0.2925,0.734375,0.401875
8079,5200,5200,5200,936,2400,1286,1,1,1,0.2925,0.75,0.401875
8080,5200,5200,5200,936,2400,1286,1,1,1,0.2925,0.75,0.401875
8081,5200,5200,5200,936,2400,1286,1,1,1,0.2925,0.75,0.401875
8082,5200,5200,5200,936,2400,1286,1,1,1,0.2925,0.75,0.401875
8083,5200,5200,5200,936,2400,1286,1,1,1,0.2925,0.75,0.401875
8084,5200,5200,5200,936,2200,1286,1,1,1,0.2925,0.6875,0.401875
8085,5200,5200,5200,936,2200,1286,1,1,1,0.2925,0.6875,0.401875
8086,5200,5200,5200,936,2200,1286,1,1,1,0.2925,0.6875,0.401875
8087,5200,5200,5200,936,2200,1286,1,1,1,0.2925,0.6875,0.401875
8088,5200,5200,5200,936,2450,1286,1,1,1,0.2925,0.765625,0.401875
8089,5200,5200,5200,936,2450,1286,1,1,1,0.2925,0.765625,0.401875
8090,5200,5200,5200,936,2450,1286,1,1,1,0.2925,0.765625,0.401875
8091,5200,5200,5200,936,2450,1286,1,1,1,0.2925,0.765625,0.401875
8092,5200,5200,5200,936,2450,1286,1,1,1,0.2925,0.765625,0.401875
8093,5200,5200,5200,936,2450,1286,1,1,1,0.2925,0.765625,0.401875
8094,5200,5200,5200,936,2450,1250,1,1,1,0.2925,0.765625,0.390625
8095,5200,5200,5200,936,2800,1300,1,1,1,0.2925,0.875,0.40625
8096,5200,5200,5200,936,2800,1300,1,1,1,0.2925,0.875,0.40625
8097,5200,5200,5200,936,2800,1300,1,1,1,0.2925,0.875,0.40625
8098,5200,5200,5200,936,2800,1300,1,1,1,0.2925,0.875,0.40625
8099,5200,5200,5200,936,2800,1300,1,1,1,0.2925,0.875,0.40625
8100,5200,5200,5200,936,2800,1300,1,1,1,0.2925,0.875,0.40625
8101,5200,5200,5200,936,2800,1300,1,1,1,0.2925,0.875,0.40625
8102,5200,5200,5200,936,2800,1300,1,1,1,0.2925,0.875,0.40625
8103,5200,5200,5200,936,2800,1300,1,1,1,0.2925,0.875,0.40625
8104,5200,5200,5200,936,2800,1300,1,1,1,0.2925,0.875,0.40625
8105,5200,5200,5200,936,2800,1500,1,1,1,0.2925,0.875,0.46875
8106,5200,5200,5200,936,2800,1500,1,1,1,0.2925,0.875,0.46875
8107,5200,5200,5200,936,2800,1500,1,1,1,0.2925,0.875,0.46875
8108,5200,5200,5200,936,2800,1500,1,1,1,0.2925,0.875,0.46875
8109,5200,5200,5200,936,2800,1900,1,1,1,0.2925,0.875,0.59375
8110,5200,5200,5200,936,2800,1286,1,1,1,0.2925,0.875,0.401875
8111,5200,5200,5200,936,2800,1286,1,1,1,0.2925,0.875,0.401875
8112,5200,5200,5200,936,2450,1286,1,1,1,0.2925,0.765625,0.401875
8113,5200,5200,5200,936,2450,1286,1,1,1,0.2925,0.765625,0.401875
8114,5200,5200,5200,936,2450,1286,1,1,1,0.2925,0.765625,0.401875
8115,5200,5200,5200,936,2450,1286,1,1,1,0.2925,0.765625,0.401875
8116,5200,5200,5200,936,2450,1286,1,1,1,0.2925,0.765625,0.401875
8117,5200,5200,5200,936,2450,1286,1,1,1,0.2925,0.765625,0.401875
8118,5200,5200,5200,936,2450,1286,1,1,1,0.2925,0.765625,0.401875
8119,5200,5200,5200,936,2800,1300,1,1,1,0.2925,0.875,0.40625
8120,5200,5200,5200,936,2800,1300,1,1,1,0.2925,0.875,0.40625
8121,5200,5200,5200,936,2800,1300,1,1,1,0.2925,0.875,0.40625
8122,5200,5200,5200,936,2800,1300,1,1,1,0.2925,0.875,0.40625
8123,5200,5200,5200,936,2800,1300,1,1,1,0.2925,0.875,0.40625
8124,5200,5200,5200,936,2800,1300,1,1,1,0.2925,0.875,0.40625
8125,5200,5200,5200,936,2800,1300,1,1,1,0.2925,0.875,0.40625
8126,5200,5200,5200,936,2800,1300,1,1,1,0.2925,0.875,0.40625
8127,5200,5200,5200,936,2800,1300,1,1,1,0.2925,0.875,0.40625
8128,5200,5200,5200,936,2800,1300,1,1,1,0.2925,0.875,0.40625
8129,5200,5200,5200,936,2800,1500,1,1,1,0.2925,0.875,0.46875
8130,5200,5200,5200,936,2800,1500,1,1,1,0.2925,0.875,0.46875
8131,5200,5200,5200,936,2800,1500,1,1,1,0.2925,0.875,0.46875
8132,5200,5200,5200,936,2800,1500,1,1,1,0.2925,0.875,0.46875
8133,5200,5200,5200,936,2800,1500,1,1,1,0.2925,0.875,0.46875
8134,5200,5200,5200,936,2800,1286,1,1,1,0.2925,0.875,0.401875
8135,5200,5200,5200,936,2800,1286,1,1,1,0.2925,0.875,0.401875
8136,5200,5200,5200,936,2450,1286,1,1,1,0.2925,0.765625,0.401875
8137,5200,5200,5200,936,2450,1286,1,1,1,0.2925,0.765625,0.401875
8138,5200,5200,5200,936,2450,1286,1,1,1,0.2925,0.765625,0.401875
8139,5200,5200,5200,936,2450,1286,1,1,1,0.2925,0.765625,0.401875
8140,5200,5200,5200,936,2450,1286,1,1,1,0.2925,0.765625,0.401875
8141,5200,5200,5200,936,2450,1286,1,1,1,0.2925,0.765625,0.401875
8142,5200,5200,5200,936,2450,1286,1,1,1,0.2925,0.765625,0.401875
8143,5200,5200,5200,936,2800,1500,1,1,1,0.2925,0.875,0.46875
8144,5200,5200,5200,936,2800,1500,1,1,1,0.2925,0.875,0.46875
8145,5200,5200,5200,936,2800,1500,1,1,1,0.2925,0.875,0.46875
8146,5200,5200,5200,936,2800,1500,1,1,1,0.2925,0.875,0.46875
8147,5200,5200,5200,936,2800,1500,1,1,1,0.2925,0.875,0.46875
8148,5200,5200,5200,936,2800,1500,1,1,1,0.2925,0.875,0.46875
8149,5200,5200,5200,936,2800,1500,1,1,1,0.2925,0.875,0.46875
8150,5200,5200,5200,936,2800,1500,1,1,1,0.2925,0.875,0.46875
8151,5200,5200,5200,936,2800,1500,1,1,1,0.2925,0.875,0.46875
8152,5200,5200,5200,936,2800,1500,1,1,1,0.2925,0.875,0.46875
8153,5200,5200,5200,936,2800,1500,1,1,1,0.2925,0.875,0.46875
8154,5200,5200,5200,936,2800,1500,1,1,1,0.2925,0.875,0.46875
8155,5200,5200,5200,936,2800,1500,1,1,1,0.2925,0.875,0.46875
8156,5200,5200,5200,936,2800,1500,1,1,1,0.2925,0.875,0.46875
8157,5200,5200,5200,936,2800,1500,1,1,1,0.2925,0.875,0.46875
8158,5200,5200,5200,936,2800,1486,1,1,1,0.2925,0.875,0.464375
8159,5200,5200,5200,936,2800,1486,1,1,1,0.2925,0.875,0.464375
8160,5200,5200,5200,936,2450,1486,1,1,1,0.2925,0.765625,0.464375
8161,5200,5200,5200,936,2450,1486,1,1,1,0.2925,0.765625,0.464375
8162,5200,5200,5200,936,2450,1486,1,1,1,0.2925,0.765625,0.464375
8163,5200,5200,5200,936,2450,1486,1,1,1,0.2925,0.765625,0.464375
8164,5200,5200,5200,936,2450,1486,1,1,1,0.2925,0.765625,0.464375
8165,5200,5200,5200,936,2450,1486,1,1,1,0.2925,0.765625,0.464375
8166,5200,5200,5200,936,2450,1486,1,1,1,0.2925,0.765625,0.464375
8167,5200,5200,5200,1395,2800,1500,1,1,1,0.4359375,0.875,0.46875
8168,5200,5200,5200,1395,2800,1500,1,1,1,0.4359375,0.875,0.46875
8169,5200,5200,5200,1395,2800,1500,1,1,1,0.4359375,0.875,0.46875
8170,5200,5200,5200,1395,2800,1500,1,1,1,0.4359375,0.875,0.46875
8171,5200,5200,5200,1395,2800,1500,1,1,1,0.4359375,0.875,0.46875
8172,5200,5200,4450,1395,2800,1250,1,1,0.855769231,0.4359375,0.875,0.390625
8173,5200,5200,4450,1395,2800,1250,1,1,0.855769231,0.4359375,0.875,0.390625
8174,5200,5200,4450,1395,2800,1250,1,1,0.855769231,0.4359375,0.875,0.390625
8175,5200,5200,4450,1395,2800,1250,1,1,0.855769231,0.4359375,0.875,0.390625
8176,5200,5200,4450,1395,2800,1250,1,1,0.855769231,0.4359375,0.875,0.390625
8177,5200,5200,4450,1395,2800,1250,1,1,0.855769231,0.4359375,0.875,0.390625
8178,5200,5200,5200,1395,2800,1500,1,1,1,0.4359375,0.875,0.46875
8179,5200,5200,5200,1395,2800,1500,1,1,1,0.4359375,0.875,0.46875
8180,5200,5200,5200,1395,2800,1500,1,1,1,0.4359375,0.875,0.46875
8181,5200,5200,5200,1395,2800,1500,1,1,1,0.4359375,0.875,0.46875
8182,5200,5200,5200,1395,2800,1486,1,1,1,0.4359375,0.875,0.464375
8183,5200,5200,5200,1395,2800,1486,1,1,1,0.4359375,0.875,0.464375
8184,5200,5200,5200,1395,3200,1300,1,1,1,0.4359375,1,0.40625
8185,5200,5200,5200,1395,3200,1300,1,1,1,0.4359375,1,0.40625
8186,5200,5200,5200,1395,3200,1300,1,1,1,0.4359375,1,0.40625
8187,5200,5200,5200,1395,3200,1300,1,1,1,0.4359375,1,0.40625
8188,5200,5200,5200,1395,3200,1300,1,1,1,0.4359375,1,0.40625
8189,5200,5200,5200,1395,3200,1300,1,1,1,0.4359375,1,0.40625
8190,5200,5200,5200,1395,3000,1300,1,1,1,0.4359375,0.9375,0.40625
8191,5200,5200,5200,1395,3000,1200,1,1,1,0.4359375,0.9375,0.375
8192,5200,5200,5200,1395,3000,1200,1,1,1,0.4359375,0.9375,0.375
8193,5200,5200,5200,1395,3000,1200,1,1,1,0.4359375,0.9375,0.375
8194,5200,5200,5200,1395,3000,1100,1,1,1,0.4359375,0.9375,0.34375
8195,5200,5200,5200,1395,3000,1100,1,1,1,0.4359375,0.9375,0.34375
8196,5200,5200,5200,1395,3000,1100,1,1,1,0.4359375,0.9375,0.34375
8197,5200,5200,5200,1395,3000,1100,1,1,1,0.4359375,0.9375,0.34375
8198,5200,5200,5200,1395,3000,1100,1,1,1,0.4359375,0.9375,0.34375
8199,5200,5200,5200,1395,3000,1200,1,1,1,0.4359375,0.9375,0.375
8200,5200,5200,5200,1395,2400,1200,1,1,1,0.4359375,0.75,0.375
8201,5200,5200,5200,1395,2400,1300,1,1,1,0.4359375,0.75,0.40625
8202,5200,5200,5200,1395,2200,1300,1,1,1,0.4359375,0.6875,0.40625
8203,5200,5200,5200,1395,2200,1300,1,1,1,0.4359375,0.6875,0.40625
8204,5200,5200,5200,1395,2200,1300,1,1,1,0.4359375,0.6875,0.40625
8205,5200,5200,5200,1395,2200,1300,1,1,1,0.4359375,0.6875,0.40625
8206,5200,5200,5200,1395,2200,1300,1,1,1,0.4359375,0.6875,0.40625
8207,5200,5200,5200,1395,2200,1300,1,1,1,0.4359375,0.6875,0.40625
8208,5200,5200,5200,1395,1800,1300,1,1,1,0.4359375,0.5625,0.40625
8209,5200,5200,5200,1395,1800,1300,1,1,1,0.4359375,0.5625,0.40625
8210,5200,5200,5200,1395,1800,1300,1,1,1,0.4359375,0.5625,0.40625
8211,5200,5200,5200,1395,1800,1300,1,1,1,0.4359375,0.5625,0.40625
8212,5200,5200,5200,1395,1800,1300,1,1,1,0.4359375,0.5625,0.40625
8213,5200,5200,5200,1395,1800,1300,1,1,1,0.4359375,0.5625,0.40625
8214,5200,5200,5200,1395,1800,1300,1,1,1,0.4359375,0.5625,0.40625
8215,5200,5200,5200,1395,1800,1300,1,1,1,0.4359375,0.5625,0.40625
8216,5200,5200,5200,1395,1800,1300,1,1,1,0.4359375,0.5625,0.40625
8217,5200,5200,5200,1395,1800,1300,1,1,1,0.4359375,0.5625,0.40625
8218,5200,5200,5200,1395,1800,1300,1,1,1,0.4359375,0.5625,0.40625
8219,5200,5200,5200,1395,1800,1300,1,1,1,0.4359375,0.5625,0.40625
8220,5200,5200,5200,1395,1800,1300,1,1,1,0.4359375,0.5625,0.40625
8221,5200,5200,5200,1395,1800,1300,1,1,1,0.4359375,0.5625,0.40625
8222,5200,5200,5200,1395,1800,1300,1,1,1,0.4359375,0.5625,0.40625
8223,5200,5200,5200,1395,1800,1300,1,1,1,0.4359375,0.5625,0.40625
8224,5200,5200,5200,1395,1800,1300,1,1,1,0.4359375,0.5625,0.40625
8225,5200,5200,5200,1395,1800,1300,1,1,1,0.4359375,0.5625,0.40625
8226,5200,5200,5200,1395,1800,1300,1,1,1,0.4359375,0.5625,0.40625
8227,5200,5200,5200,1395,1800,1300,1,1,1,0.4359375,0.5625,0.40625
8228,5200,5200,5200,1395,1800,1300,1,1,1,0.4359375,0.5625,0.40625
8229,5200,5200,5200,1395,1800,1400,1,1,1,0.4359375,0.5625,0.4375
8230,5200,5200,5200,1395,1800,1400,1,1,1,0.4359375,0.5625,0.4375
8231,5200,5200,5200,1395,1800,1400,1,1,1,0.4359375,0.5625,0.4375
8232,5200,5200,5200,1395,1800,1400,1,1,1,0.4359375,0.5625,0.4375
8233,5200,5200,5200,1395,1800,1400,1,1,1,0.4359375,0.5625,0.4375
8234,5200,5200,5200,1395,1800,1400,1,1,1,0.4359375,0.5625,0.4375
8235,5200,5200,5200,1395,1800,1400,1,1,1,0.4359375,0.5625,0.4375
8236,5200,5200,5200,1395,1800,1400,1,1,1,0.4359375,0.5625,0.4375
8237,5200,5200,5200,1395,1800,1400,1,1,1,0.4359375,0.5625,0.4375
8238,5200,5200,5200,1395,2200,1400,1,1,1,0.4359375,0.6875,0.4375
8239,5200,5200,5200,1395,2200,1400,1,1,1,0.4359375,0.6875,0.4375
8240,5200,5200,5200,1395,2200,1400,1,1,1,0.4359375,0.6875,0.4375
8241,5200,5200,5200,1395,2200,1400,1,1,1,0.4359375,0.6875,0.4375
8242,5200,5200,5200,1395,2200,1400,1,1,1,0.4359375,0.6875,0.4375
8243,5200,5200,5200,1395,2200,1400,1,1,1,0.4359375,0.6875,0.4375
8244,5200,5200,5200,1395,2200,1400,1,1,1,0.4359375,0.6875,0.4375
8245,5200,5200,5200,1395,2200,1400,1,1,1,0.4359375,0.6875,0.4375
8246,5200,5200,5200,1395,2200,1400,1,1,1,0.4359375,0.6875,0.4375
8247,5200,5200,5200,1395,2400,1400,1,1,1,0.4359375,0.75,0.4375
8248,5200,5200,5200,1395,2400,1400,1,1,1,0.4359375,0.75,0.4375
8249,5200,5200,5200,1395,2400,1400,1,1,1,0.4359375,0.75,0.4375
8250,5200,5200,5200,1395,2400,1400,1,1,1,0.4359375,0.75,0.4375
8251,5200,5200,5200,1395,2400,1400,1,1,1,0.4359375,0.75,0.4375
8252,5200,5200,5200,1395,2200,1400,1,1,1,0.4359375,0.6875,0.4375
8253,5200,5200,5200,1395,2200,1400,1,1,1,0.4359375,0.6875,0.4375
8254,5200,5200,5200,1395,2200,1400,1,1,1,0.4359375,0.6875,0.4375
8255,5200,5200,5200,1395,2200,1400,1,1,1,0.4359375,0.6875,0.4375
8256,5200,5200,5200,1395,2200,1400,1,1,1,0.4359375,0.6875,0.4375
8257,5200,5200,5200,1395,2200,1400,1,1,1,0.4359375,0.6875,0.4375
8258,5200,5200,5200,1395,2200,1400,1,1,1,0.4359375,0.6875,0.4375
8259,5200,5200,5200,1395,2200,1400,1,1,1,0.4359375,0.6875,0.4375
8260,5200,5200,5200,1395,2200,1400,1,1,1,0.4359375,0.6875,0.4375
8261,5200,5200,5200,1395,2200,1400,1,1,1,0.4359375,0.6875,0.4375
8262,5200,5200,5200,1395,2200,1400,1,1,1,0.4359375,0.6875,0.4375
8263,5200,5200,5200,1395,2200,1500,1,1,1,0.4359375,0.6875,0.46875
8264,5200,5200,5200,1395,2200,1700,1,1,1,0.4359375,0.6875,0.53125
8265,5200,5200,5200,1395,2200,1700,1,1,1,0.4359375,0.6875,0.53125
8266,5200,5200,5200,1395,2200,2100,1,1,1,0.4359375,0.6875,0.65625
8267,5200,5200,5200,1395,2200,2100,1,1,1,0.4359375,0.6875,0.65625
8268,5200,5200,5200,1395,2200,2100,1,1,1,0.4359375,0.6875,0.65625
8269,5200,5200,5200,1395,2200,2100,1,1,1,0.4359375,0.6875,0.65625
8270,5200,5200,5200,1395,2200,2100,1,1,1,0.4359375,0.6875,0.65625
8271,5200,5200,5200,1395,2200,1700,1,1,1,0.4359375,0.6875,0.53125
8272,5200,5200,5200,1395,2200,1600,1,1,1,0.4359375,0.6875,0.5
8273,5200,5200,5200,1395,2200,1550,1,1,1,0.4359375,0.6875,0.484375
8274,5200,5200,5200,936,2200,1550,1,1,1,0.2925,0.6875,0.484375
8275,5200,5200,5200,936,2200,1550,1,1,1,0.2925,0.6875,0.484375
8276,5200,5200,5200,936,2200,1550,1,1,1,0.2925,0.6875,0.484375
8277,5200,5200,5200,936,2400,1550,1,1,1,0.2925,0.75,0.484375
8278,5200,5200,5200,936,2400,1550,1,1,1,0.2925,0.75,0.484375
8279,5200,5200,5200,936,2400,1550,1,1,1,0.2925,0.75,0.484375
8280,5200,5200,5200,936,2400,1550,1,1,1,0.2925,0.75,0.484375
8281,5200,5200,5200,936,2400,1550,1,1,1,0.2925,0.75,0.484375
8282,5200,5200,5200,936,2200,1550,1,1,1,0.2925,0.6875,0.484375
8283,5200,5200,5200,936,2200,1550,1,1,1,0.2925,0.6875,0.484375
8284,5200,5200,5200,936,2200,1550,1,1,1,0.2925,0.6875,0.484375
8285,5200,5200,5200,936,2200,1550,1,1,1,0.2925,0.6875,0.484375
8286,5200,5200,5200,936,2200,1450,1,1,1,0.2925,0.6875,0.453125
8287,5200,5200,5200,936,2000,1450,1,1,1,0.2925,0.625,0.453125
8288,5200,5200,5200,936,2000,1450,1,1,1,0.2925,0.625,0.453125
8289,5200,5200,5200,936,2000,1450,1,1,1,0.2925,0.625,0.453125
8290,5200,5200,5200,936,1600,1450,1,1,1,0.2925,0.5,0.453125
8291,5200,5200,5200,936,1600,1450,1,1,1,0.2925,0.5,0.453125
8292,5200,5200,5200,936,1600,1450,1,1,1,0.2925,0.5,0.453125
8293,5200,5200,5200,936,1600,1450,1,1,1,0.2925,0.5,0.453125
8294,5200,5200,5200,936,1600,1450,1,1,1,0.2925,0.5,0.453125
8295,5200,5200,5200,936,1600,1450,1,1,1,0.2925,0.5,0.453125
8296,5200,5200,5200,936,1600,1450,1,1,1,0.2925,0.5,0.453125
8297,5200,5200,5200,936,1600,1450,1,1,1,0.2925,0.5,0.453125
8298,5200,5200,5200,936,1600,1450,1,1,1,0.2925,0.5,0.453125
8299,5200,5200,5200,936,2000,1450,1,1,1,0.2925,0.625,0.453125
8300,5200,5200,5200,936,2000,1450,1,1,1,0.2925,0.625,0.453125
8301,5200,5200,5200,936,2000,1450,1,1,1,0.2925,0.625,0.453125
8302,5200,5200,5200,936,2000,1450,1,1,1,0.2925,0.625,0.453125
8303,5200,5200,5200,936,2000,1450,1,1,1,0.2925,0.625,0.453125
8304,5200,5200,5200,936,2200,1300,1,1,1,0.2925,0.6875,0.40625
8305,5200,5200,5200,936,2200,1300,1,1,1,0.2925,0.6875,0.40625
8306,5200,5200,5200,936,2200,1300,1,1,1,0.2925,0.6875,0.40625
8307,5200,5200,5200,936,2200,1300,1,1,1,0.2925,0.6875,0.40625
8308,5200,5200,5200,936,2200,1300,1,1,1,0.2925,0.6875,0.40625
8309,5200,5200,5200,936,2200,1300,1,1,1,0.2925,0.6875,0.40625
8310,5200,5200,5200,936,2200,1300,1,1,1,0.2925,0.6875,0.40625
8311,5200,5200,5200,936,2200,1300,1,1,1,0.2925,0.6875,0.40625
8312,5200,5000,5200,936,2200,1300,1,0.961538462,1,0.2925,0.6875,0.40625
8313,5200,5000,5200,936,2400,1300,1,0.961538462,1,0.2925,0.75,0.40625
8314,5200,5000,5200,936,2400,1300,1,0.961538462,1,0.2925,0.75,0.40625
8315,5200,5000,5200,936,2800,1300,1,0.961538462,1,0.2925,0.875,0.40625
8316,5200,5000,5200,936,2800,1300,1,0.961538462,1,0.2925,0.875,0.40625
8317,5200,5000,5200,936,2800,1300,1,0.961538462,1,0.2925,0.875,0.40625
8318,5200,5000,5200,936,2800,1300,1,0.961538462,1,0.2925,0.875,0.40625
8319,5200,5000,5200,936,2800,1300,1,0.961538462,1,0.2925,0.875,0.40625
8320,5200,5000,5200,936,2800,1300,1,0.961538462,1,0.2925,0.875,0.40625
8321,5200,5200,5200,936,2800,1300,1,1,1,0.2925,0.875,0.40625
8322,5200,5200,5200,936,2800,1300,1,1,1,0.2925,0.875,0.40625
8323,5200,5200,5200,936,2800,1300,1,1,1,0.2925,0.875,0.40625
8324,5200,5200,5200,936,2800,1300,1,1,1,0.2925,0.875,0.40625
8325,5200,5200,5200,936,2800,1300,1,1,1,0.2925,0.875,0.40625
8326,5200,5200,5200,936,2800,1300,1,1,1,0.2925,0.875,0.40625
8327,5200,5200,5200,936,2800,1300,1,1,1,0.2925,0.875,0.40625
8328,5200,5200,5200,936,2436,1300,1,1,1,0.2925,0.76125,0.40625
8329,5200,5200,5200,936,2436,1300,1,1,1,0.2925,0.76125,0.40625
8330,5200,5200,5200,936,2436,1300,1,1,1,0.2925,0.76125,0.40625
8331,5200,5200,5200,936,2436,1300,1,1,1,0.2925,0.76125,0.40625
8332,5200,5200,5200,936,2436,1300,1,1,1,0.2925,0.76125,0.40625
8333,5200,5200,5200,936,2436,1300,1,1,1,0.2925,0.76125,0.40625
8334,5200,5200,5200,936,2436,1300,1,1,1,0.2925,0.76125,0.40625
8335,5200,5200,5200,936,2836,1300,1,1,1,0.2925,0.88625,0.40625
8336,5200,5200,5200,936,2836,1300,1,1,1,0.2925,0.88625,0.40625
8337,5200,5200,5200,936,2836,1300,1,1,1,0.2925,0.88625,0.40625
8338,5200,5200,5200,936,2836,1300,1,1,1,0.2925,0.88625,0.40625
8339,5200,5200,5200,936,2836,1300,1,1,1,0.2925,0.88625,0.40625
8340,5200,5200,5200,936,2836,1300,1,1,1,0.2925,0.88625,0.40625
8341,5200,5200,5200,1050,2836,1300,1,1,1,0.328125,0.88625,0.40625
8342,5200,5200,5200,1050,2836,1300,1,1,1,0.328125,0.88625,0.40625
8343,5200,5200,5200,1050,2836,1300,1,1,1,0.328125,0.88625,0.40625
8344,5200,5200,5200,936,2836,1300,1,1,1,0.2925,0.88625,0.40625
8345,5200,5200,5200,936,2836,1300,1,1,1,0.2925,0.88625,0.40625
8346,5200,5200,5200,936,2836,1300,1,1,1,0.2925,0.88625,0.40625
8347,5200,5200,5200,936,2836,1300,1,1,1,0.2925,0.88625,0.40625
8348,5200,5200,5200,936,2836,1300,1,1,1,0.2925,0.88625,0.40625
8349,5200,5200,5200,936,2836,1300,1,1,1,0.2925,0.88625,0.40625
8350,5200,5200,5200,936,2836,1300,1,1,1,0.2925,0.88625,0.40625
8351,5200,5200,5200,936,2836,1300,1,1,1,0.2925,0.88625,0.40625
8352,5200,5200,5200,936,2636,1800,1,1,1,0.2925,0.82375,0.5625
8353,5200,5200,5200,936,2636,1800,1,1,1,0.2925,0.82375,0.5625
8354,5200,5200,5200,936,2636,1800,1,1,1,0.2925,0.82375,0.5625
8355,5200,5200,5200,936,2636,1800,1,1,1,0.2925,0.82375,0.5625
8356,5200,5200,5200,936,2636,1800,1,1,1,0.2925,0.82375,0.5625
8357,5200,5200,5200,936,2636,1800,1,1,1,0.2925,0.82375,0.5625
8358,5200,5200,5200,936,2636,1800,1,1,1,0.2925,0.82375,0.5625
8359,5200,5200,5200,936,3036,1800,1,1,1,0.2925,0.94875,0.5625
8360,5200,5200,5200,936,3036,1800,1,1,1,0.2925,0.94875,0.5625
8361,5200,5200,5200,936,3036,1800,1,1,1,0.2925,0.94875,0.5625
8362,5200,5200,5200,936,3036,1800,1,1,1,0.2925,0.94875,0.5625
8363,5200,5200,5200,936,3036,1800,1,1,1,0.2925,0.94875,0.5625
8364,5200,5200,5200,936,3036,1800,1,1,1,0.2925,0.94875,0.5625
8365,5200,5200,5200,936,3036,1800,1,1,1,0.2925,0.94875,0.5625
8366,5200,5200,5200,936,3036,2000,1,1,1,0.2925,0.94875,0.625
8367,5200,5200,5200,936,3036,2000,1,1,1,0.2925,0.94875,0.625
8368,5200,5200,5200,936,3036,2000,1,1,1,0.2925,0.94875,0.625
8369,5200,5200,5200,936,3036,2000,1,1,1,0.2925,0.94875,0.625
8370,5200,5200,5200,936,3036,2000,1,1,1,0.2925,0.94875,0.625
8371,5200,5200,5200,936,3036,2000,1,1,1,0.2925,0.94875,0.625
8372,5200,5200,5200,936,3036,2000,1,1,1,0.2925,0.94875,0.625
8373,5200,5200,5200,936,3036,2000,1,1,1,0.2925,0.94875,0.625
8374,5200,5200,5200,936,3036,2000,1,1,1,0.2925,0.94875,0.625
