Hour,2015,2016,2017
0,0.030332,0,0.003921
1,0.001262,0.000517,0.003921
2,0.002103,0.001034,0.003921
3,0.002944,0.001034,0.003921
4,0.002944,0.001034,0.003921
5,0.002944,0.001034,0.003921
6,0.002944,0.001034,0.003096
7,0.002944,0.001034,0.003096
8,0.009675,0.034899,0.041274
9,0.088333,0.299354,0.393136
10,0.207794,0.697977,0.944971
11,0.342397,0.97148,1.402702
12,0.411802,1.067387,1.642917
13,0.424,0.919002,1.594007
14,0.323468,0.589661,1.201697
15,0.166571,0.211978,0.563598
16,0.027762,0.017579,0.075944
17,0.002524,0.001034,0.003302
18,0.002944,0.001034,0.003715
19,0.002944,0.001034,0.003715
20,0.002944,0.001034,0.003715
21,0.002944,0.001034,0.003715
22,0.002944,0.000259,0.003715
23,0.002944,0,0.003715
24,0.002944,0,0.003715
25,0.002944,0,0.003715
26,0.001683,0.000517,0.003715
27,0.001262,0.001034,0.003715
28,0.001262,0.001034,0.003302
29,0.001262,0.001034,0.003096
30,0.001262,0.001034,0.002889
31,0.002103,0.001034,0.003096
32,0.01977,0.013443,0.044576
33,0.13881,0.160535,0.367753
34,0.272571,0.407411,0.768318
35,0.385302,0.632574,1.197569
36,0.307064,0.521931,1.355649
37,0.154794,0.349505,1.206443
38,0.077817,0.22904,0.740871
39,0.035333,0.085308,0.324621
40,0.004627,0.00698,0.048084
41,0.002524,0.001034,0.005572
42,0.002944,0.001034,0.005366
43,0.002944,0.001034,0.005985
44,0.002944,0.001034,0.005985
45,0.002944,0.001034,0.005985
46,0.002944,0.001034,0.005985
47,0.002944,0.000776,0.005985
48,0.002944,0,0.006191
49,0.002944,0,0.006191
50,0.002944,0,0.006191
51,0.002524,0,0.006191
52,0.001262,0,0.006191
53,0.001262,0.001034,0.006191
54,0.001262,0.001034,0.005572
55,0.001262,0.001034,0.005572
56,0.009254,0.042654,0.015891
57,0.098429,0.472814,0.132696
58,0.245651,1.13279,0.37869
59,0.315056,1.669456,0.651719
60,0.27173,1.770017,0.935891
61,0.209056,1.503752,1.058888
62,0.149325,0.962174,0.839929
63,0.067722,0.425249,0.409233
64,0.005468,0.049375,0.066245
65,0.001262,0.001034,0.006191
66,0.002524,0.001034,0.006191
67,0.002944,0.001034,0.005985
68,0.002944,0.001034,0.005985
69,0.002944,0.001034,0.006191
70,0.002944,0.001034,0.005985
71,0.002944,0.001034,0.005985
72,0.002944,0,0.005778
73,0.002944,0,0.005572
74,0.002944,0,0.005572
75,0.002944,0,0.006191
76,0.001683,0,0.005985
77,0.001262,0.000776,0.005985
78,0.001262,0.001034,0.005985
79,0.001262,0.001034,0.005778
80,0.034913,0.031797,0.010112
81,0.395818,0.182766,0.084406
82,1.114262,0.48393,0.222468
83,1.786857,0.834728,0.310794
84,2.210016,0.848688,0.315747
85,2.079199,0.877124,0.327098
86,1.511341,0.729515,0.215245
87,0.699516,0.436882,0.099677
88,0.097167,0.070832,0.024764
89,0.001262,0.001034,0.006397
90,0.001683,0.001034,0.006191
91,0.002944,0.001034,0.005572
92,0.002944,0.001034,0.005985
93,0.002944,0.000776,0.006191
94,0.002944,0,0.006191
95,0.002944,0,0.006191
96,0.001683,0,0.005572
97,0.001683,0,0.005572
98,0.001683,0,0.005366
99,0,0.000776,0.005778
100,0,0.001034,0.006191
101,0,0.001034,0.006191
102,0,0.001034,0.006191
103,0,0.001034,0.006191
104,0.079921,0.035674,0.011763
105,0.806778,0.410514,0.08131
106,1.920619,0.964759,0.217721
107,2.797223,1.371136,0.26044
108,3.110596,1.817841,0.277362
109,2.869992,1.813963,0.25136
110,2.13977,1.456703,0.215038
111,1.058738,0.802156,0.11825
112,0.16573,0.136752,0.025384
113,0.001683,0.001034,0.005778
114,0.001683,0.000776,0.00454
115,0.001262,0,0.005572
116,0,0,0.003715
117,0,0,0.003715
118,0,0,0.003715
119,0,0,0.003715
120,0,0.000259,0.003302
121,0,0.001034,0.003096
122,0,0.001034,0.003096
123,0,0.001034,0.003715
124,0,0.001034,0.003921
125,0,0.001034,0.003715
126,0,0.000259,0.003715
127,0,0,0.003715
128,0.056365,0.103145,0.013001
129,0.551452,0.645758,0.108138
130,1.293873,1.352523,0.281077
131,1.842802,1.785527,0.455666
132,2.056064,1.567604,0.58568
133,1.938707,1.262045,0.607349
134,1.46423,0.909696,0.473208
135,0.731484,0.436623,0.244137
136,0.140492,0.068505,0.04437
137,0,0.001034,0.006604
138,0,0.001034,0.006397
139,0,0,0.006397
140,0,0,0.003921
141,0,0,0.00227
142,0,0,0.003508
143,0,0,0.002889
144,0,0.000259,0.002889
145,0,0.001034,0.002889
146,0,0.001034,0.003508
147,0,0.001034,0.003715
148,0,0.001034,0.003715
149,0,0.001034,0.003715
150,0,0.001034,0.003715
151,0,0,0.003715
152,0.0265,0.031538,0.015271
153,0.223357,0.357002,0.117425
154,0.516119,0.491944,0.280871
155,0.771024,0.372513,0.454841
156,1.011627,0.2081,0.467636
157,1.050326,0.11271,0.324415
158,0.81477,0.13184,0.238771
159,0.404651,0.103404,0.114948
160,0.07277,0.024041,0.022701
161,0,0.001034,0.003096
162,0,0.001034,0.002889
163,0,0,0.002683
164,0,0,0.002683
165,0,0,0.002889
166,0,0,0.002889
167,0,0,0.002683
168,0.001262,0.000259,0.002889
169,0.001262,0.001034,0.002683
170,0.001262,0.001034,0.002683
171,0.001262,0.001034,0.002889
172,0.001262,0.001034,0.002683
173,0.001262,0.001034,0.002476
174,0.001262,0.000517,0.002889
175,0.001262,0,0.002683
176,0.104738,0.023783,0.005159
177,0.547246,0.180181,0.037766
178,1.216897,0.378458,0.111027
179,1.765405,0.434038,0.19275
180,2.026199,0.512883,0.299444
181,1.691373,0.408446,0.317192
182,1.087762,0.267299,0.242073
183,0.471532,0.131064,0.110615
184,0.076976,0.013443,0.022701
185,0.001262,0,0.002683
186,0.001262,0,0.002683
187,0.001262,0,0.002889
188,0.001262,0,0.002683
189,0.001262,0,0.002476
190,0.001262,0.000517,0.002683
191,0.001262,0.000714,0.002683
192,0.001262,0.001034,0.002476
193,0.001262,0.001034,0.002683
194,0.001262,0.001034,0.002889
195,0.001262,0.001034,0.001651
196,0.001262,0.000517,0.00227
197,0.001262,0,0.002889
198,0.001262,0,0.002889
199,0.001262,0,0.002889
200,0.030286,0.01396,0.010525
201,0.254905,0.133391,0.071404
202,0.553135,0.259802,0.160969
203,0.557341,0.344077,0.223087
204,0.720548,0.404568,0.261678
205,0.641468,0.358553,0.233612
206,0.41727,0.288497,0.163652
207,0.182976,0.172426,0.081104
208,0.031127,0.046015,0.017542
209,0.001262,0.000517,0.003508
210,0.001262,0,0.002064
211,0.001262,0,0.003508
212,0.001262,0,0.003508
213,0.001262,0.000776,0.003096
214,0.001262,0.001034,0.003302
215,0.001262,0.001034,0.003508
216,0.001262,0.001034,0.003302
217,0.001262,0.001034,0.003302
218,0.001262,0.000259,0.003508
219,0.001262,0,0.003302
220,0.001262,0,0.002889
221,0.001262,0,0.002683
222,0.001262,0,0.002476
223,0.001262,0,0.002476
224,0.055944,0.011633,0.004953
225,0.673437,0.091512,0.019192
226,1.628699,0.277898,0.035496
227,2.255445,0.456528,0.047672
228,2.469548,0.54468,0.04891
229,2.28573,0.525292,0.041481
230,1.639214,0.295735,0.026828
231,0.874921,0.160276,0.014652
232,0.140492,0.023524,0.005366
233,0.001683,0.001034,0.003715
234,0.001262,0,0.003715
235,0.001262,0,0.003715
236,0.001262,0,0.003715
237,0.001262,0,0.003715
238,0.001262,0,0.003096
239,0.001262,0,0.002889
240,0,0,0.002889
241,0,0,0.003302
242,0,0,0.003715
243,0,0.000776,0.003715
244,0,0.001034,0.003715
245,0,0.001034,0.003715
246,0,0.001034,0.003715
247,0,0.000776,0.003715
248,0.001683,0.010857,0.003921
249,0.042484,0.14218,0.019192
250,0.173722,0.422405,0.069753
251,0.474056,0.693065,0.157254
252,0.707087,0.754073,0.229691
253,0.681429,0.734685,0.178098
254,0.492143,0.694099,0.116599
255,0.253643,0.541578,0.056752
256,0.050476,0.115037,0.013827
257,0,0,0.003508
258,0,0,0.003715
259,0,0.000776,0.003715
260,0,0.001034,0.003715
261,0,0.001034,0.003715
262,0,0.001034,0.003715
263,0,0.000517,0.003715
264,0,0,0.003715
265,0,0,0.003302
266,0,0,0.003096
267,0,0,0.002889
268,0,0,0.002889
269,0,0,0.003715
270,0,0,0.003715
271,0,0,0.003715
272,0.03281,0.01913,0.01362
273,0.234714,0.159501,0.095137
274,0.698254,0.522707,0.214626
275,0.867349,0.888757,0.452984
276,0.923294,1.13796,0.553899
277,0.972508,1.18837,0.515101
278,0.782381,0.965276,0.337003
279,0.465222,0.52038,0.175621
280,0.131238,0.057389,0.035909
281,0.000841,0,0.006397
282,0,0,0.006397
283,0,0,0.003508
284,0,0,0.003715
285,0,0,0.003715
286,0,0,0.003715
287,0,0,0.003508
288,0,0,0.003715
289,0,0.001034,0.003715
290,0,0.001034,0.003715
291,0,0.001034,0.003715
292,0,0.001034,0.001857
293,0,0,0
294,0,0,0
295,0,0,0.000413
296,0.060151,0.01215,0.017335
297,0.445452,0.112969,0.112678
298,1.060421,0.259802,0.311826
299,1.516389,0.478243,0.591252
300,1.689691,0.738046,0.493226
301,1.539524,0.675486,0.451539
302,1.136976,0.563551,0.327098
303,0.59604,0.335029,0.150031
304,0.125349,0.07988,0.023733
305,0.000421,0.000776,0.000825
306,0,0.000517,0.001032
307,0,0.000517,0.000825
308,0,0,0.002889
309,0,0,0.003508
310,0,0,0.002683
311,0,0,0.002683
312,0,0,0.002889
313,0,0,0.003302
314,0,0.000517,0.003715
315,0,0.000776,0.003715
316,0,0.000776,0.003715
317,0,0.000776,0.003715
318,0,0.000259,0.003715
319,0,0,0.003715
320,0.015984,0.032055,0.005985
321,0.089175,0.270143,0.027241
322,0.16531,0.626369,0.054895
323,0.348706,0.757434,0.079453
324,0.633476,0.669282,0.116187
325,0.445032,0.495305,0.122791
326,0.317579,0.379234,0.093486
327,0.260794,0.177079,0.053656
328,0.047532,0.027661,0.019812
329,0,0.000517,0.006191
330,0,0.000517,0.006397
331,0,0.000776,0.006191
332,0,0.000259,0.005985
333,0,0,0.006191
334,0,0,0.005572
335,0,0,0.005159
336,0,0,0.005572
337,0,0,0.005572
338,0,0,0.005159
339,0,0,0.004747
340,0,0,0.006191
341,0,0.000517,0.005985
342,0,0.000517,0.005572
343,0,0.000517,0.005572
344,0.039119,0.023524,0.007017
345,0.280564,0.266007,0.025384
346,0.590151,0.72512,0.066451
347,0.746627,1.132015,0.121759
348,0.820659,1.334945,0.17232
349,0.772286,1.009739,0.161795
350,0.770603,0.636451,0.107313
351,0.505603,0.342009,0.05799
352,0.133341,0.077036,0.015891
353,0.000421,0.000776,0.003302
354,0,0.000517,0.003302
355,0,0.000776,0.003715
356,0,0.000776,0.003715
357,0,0.000517,0.003508
358,0,0.000259,0.003508
359,0,0,0.003096
360,0,0,0.002889
361,0,0,0.002683
362,0,0,0.003096
363,0,0,0.003715
364,0,0,0.003508
365,0,0.000517,0.003508
366,0,0.000776,0.003508
367,0,0.000776,0.003715
368,0.047532,0.002844,0.007429
369,0.329357,0.027919,0.03983
370,0.877445,0.106506,0.107519
371,1.15296,0.256442,0.183051
372,0.971667,0.335029,0.225563
373,0.738214,0.309436,0.21153
374,0.518222,0.272728,0.159731
375,0.272571,0.141922,0.087295
376,0.053,0.022232,0.019399
377,0,0.000776,0.001238
378,0,0.000517,0.00227
379,0,0.000776,0.003302
380,0,0.000517,0.003096
381,0,0.000776,0.005159
382,0,0.000517,0.005572
383,0,0.000517,0.00454
384,0.001262,0.000259,0.000206
385,0.001262,0,0.000206
386,0.001262,0,0.000825
387,0.001262,0,0.000825
388,0.001262,0,0.000825
389,0.001262,0,0.000825
390,0.001262,0.000776,0.000825
391,0.001262,0.000776,0.001032
392,0.00673,0.004912,0.005985
393,0.058468,0.037742,0.060054
394,0.157738,0.0972,0.157048
395,0.257429,0.207842,0.236914
396,0.293603,0.278674,0.272822
397,0.291921,0.342009,0.259821
398,0.237238,0.274796,0.198529
399,0.169937,0.181215,0.112472
400,0.053841,0.046015,0.027241
401,0.002944,0.001034,0.001238
402,0.001262,0.000776,0.000825
403,0.001262,0.000776,0.000825
404,0.001262,0.000776,0.000825
405,0.001262,0.000517,0.000619
406,0.001262,0.000776,0
407,0.001262,0.000776,0
408,0,0.000776,0.002476
409,0,0.000776,0.002683
410,0,0.000517,0.003302
411,0,0.000776,0.003096
412,0,0.000776,0.003302
413,0,0.000259,0.003302
414,0,0,0.003302
415,0,0,0.003302
416,0.02019,0.018354,0.011557
417,0.116937,0.124085,0.088946
418,0.287294,0.284102,0.220404
419,0.477,0.477468,0.313271
420,0.597302,0.56898,0.373944
421,0.58973,0.494788,0.369816
422,0.409278,0.361138,0.2786
423,0.261635,0.189746,0.142809
424,0.065619,0.048341,0.033432
425,0.000421,0.001293,0.003921
426,0,0.001034,0.003508
427,0,0.001034,0.001445
428,0,0.000776,0.000825
429,0,0.000259,0.000825
430,0,0.000259,0.000413
431,0,0.000259,0
432,0.001262,0,0
433,0.001262,0,0
434,0.001262,0.000259,0.000619
435,0.001262,0.000517,0.000825
436,0.001262,0.000776,0.000825
437,0.001262,0.000776,0.000825
438,0.001262,0.000776,0.000825
439,0.001262,0.000776,0.000825
440,0.030286,0.004912,0.010319
441,0.193492,0.038776,0.084199
442,0.452183,0.0972,0.195846
443,0.736111,0.141663,0.297999
444,0.846738,0.168807,0.35764
445,0.776492,0.162344,0.373325
446,0.484992,0.143473,0.308111
447,0.25154,0.084274,0.180162
448,0.055944,0.020422,0.044163
449,0.001262,0.000776,0.001032
450,0.001262,0.000517,0.000825
451,0.001262,0.000259,0.000825
452,0.001262,0,0.000619
453,0.001262,0.000517,0
454,0.001262,0.000776,0
455,0.001262,0.000517,0
456,0,0.000517,0
457,0,0.000517,0
458,0,0.000776,0
459,0,0.000776,0
460,0,0.000776,0
461,0,0.000776,0
462,0,0.000259,0
463,0,0,0.000206
464,0.01346,0.003878,0.008461
465,0.061413,0.032055,0.077183
466,0.143857,0.088152,0.197703
467,0.241865,0.152779,0.322351
468,0.245651,0.211461,0.390453
469,0.217048,0.228264,0.396025
470,0.183397,0.198794,0.325653
471,0.090857,0.125377,0.19048
472,0.018087,0.032055,0.049942
473,0,0.000776,0.001238
474,0,0.000517,0.00227
475,0,0.000517,0.00227
476,0,0.000776,0.00227
477,0,0.000776,0.00227
478,0,0.000776,0.001857
479,0,0.000776,0.000413
480,0,0.000259,0.000413
481,0,0,0.000825
482,0,0,0.001032
483,0,0,0.001032
484,0,0,0.001032
485,0,0,0.001032
486,0,0.000259,0.001238
487,0,0.000776,0.001238
488,0.015984,0.011891,0.018986
489,0.113151,0.098751,0.147142
490,0.268786,0.279708,0.34629
491,0.402548,0.542354,0.521086
492,0.458492,0.776564,0.623239
493,0.445873,0.851531,0.636241
494,0.344079,0.752781,0.536357
495,0.166992,0.462474,0.319668
496,0.03996,0.119173,0.086882
497,0.000421,0.002068,0.005366
498,0,0.000517,0.006397
499,0,0,0.004334
500,0,0,0.003715
501,0,0,0.003921
502,0,0,0.003508
503,0,0,0.002889
504,0.001262,0.000776,0.003096
505,0.001262,0.000776,0.002889
506,0.001262,0.000517,0.003302
507,0.001262,0.000776,0.003921
508,0.001262,0.000776,0.003715
509,0.001262,0.000776,0.003508
510,0.001262,0.000517,0.003921
511,0.001262,0.000776,0.003715
512,0.019349,0.039552,0.028066
513,0.109365,0.299096,0.179955
514,0.21873,0.702371,0.407376
515,0.358802,1.11366,0.593522
516,0.394976,1.379408,0.691342
517,0.369738,1.434213,0.67153
518,0.283929,1.172084,0.528515
519,0.146802,0.624818,0.280251
520,0.036175,0.149936,0.062118
521,0.001683,0.002844,0.003921
522,0.001262,0.000517,0.003508
523,0.001262,0,0.003715
524,0.001262,0,0.003715
525,0.001262,0,0.003508
526,0.001262,0,0.003302
527,0.001262,0.000517,0.002889
528,0,0.000517,0.002476
529,0,0.000776,0.002476
530,0,0.000776,0.002683
531,0,0.000517,0.003508
532,0,0.000776,0.003302
533,0,0.000776,0.003302
534,0,0.000776,0.003508
535,0,0.000517,0.003508
536,0.002103,0.035933,0.031987
537,0.036175,0.259027,0.198116
538,0.095905,0.67652,0.427394
539,0.154373,1.146233,0.621589
540,0.188444,1.609999,0.728076
541,0.182135,1.712369,0.736124
542,0.147222,1.424906,0.621176
543,0.08581,0.941751,0.377452
544,0.02019,0.303749,0.107932
545,0,0.00517,0.006397
546,0,0.000259,0.003508
547,0,0.000776,0.003508
548,0,0.000776,0.003508
549,0,0.000776,0.003508
550,0,0.000776,0.003508
551,0,0.000776,0.003508
552,0,0.000776,0.003508
553,0,0.000776,0.003508
554,0,0.000517,0.003508
555,0,0.000776,0.003508
556,0,0.000776,0.003508
557,0,0.000776,0.003096
558,0,0.000776,0.002683
559,0,0.000776,0.003302
560,0.011357,0.059716,0.024145
561,0.11231,0.395003,0.151682
562,0.352913,0.824646,0.331019
563,0.494667,1.118314,0.465985
564,0.505183,1.263596,0.525007
565,0.433254,1.118572,0.508085
566,0.276357,0.813013,0.400153
567,0.128714,0.458855,0.22577
568,0.024817,0.132616,0.065007
569,0,0.003878,0.004747
570,0,0.000776,0.003508
571,0,0.000776,0.003508
572,0,0.000776,0.003508
573,0,0.000776,0.003508
574,0,0.000776,0.003508
575,0,0.000776,0.003508
576,0,0.000776,0.003508
577,0,0.000776,0.003508
578,0,0.000776,0.003508
579,0,0.000776,0.003508
580,0,0.000517,0.003508
581,0,0.000776,0.003508
582,0,0.000776,0.003508
583,0,0.000776,0.003715
584,0.003365,0.162344,0.014033
585,0.031127,0.928309,0.095343
586,0.086651,1.825596,0.227421
587,0.206532,2.496946,0.347322
588,0.35796,2.847227,0.411503
589,0.420635,2.808192,0.406963
590,0.335246,2.300996,0.339893
591,0.216627,1.405518,0.20472
592,0.081183,0.429385,0.061705
593,0.002524,0.012925,0.004953
594,0,0.000776,0.003508
595,0,0.000776,0.003508
596,0,0.000776,0.003508
597,0,0.000517,0.003508
598,0,0.000517,0.003508
599,0,0.000776,0.003508
600,0,0.000776,0.003508
601,0,0.000776,0.003508
602,0,0.000776,0.003508
603,0,0.000776,0.003508
604,0,0.000776,0.003508
605,0,0.000776,0.003508
606,0,0.000776,0.003508
607,0,0.000776,0.004127
608,0.015563,0.13184,0.028066
609,0.106841,0.54985,0.175415
610,0.204429,1.062992,0.399534
611,0.267103,2.00371,0.596205
612,0.290659,2.622065,0.698358
613,0.268786,2.677386,0.702279
614,0.148064,2.195007,0.59022
615,0.064357,1.325121,0.361974
616,0.012619,0.40069,0.115361
617,0,0.012925,0.008668
618,0,0.000776,0.003508
619,0,0.000776,0.003302
620,0,0.000776,0.003302
621,0,0.000776,0.003302
622,0,0.000776,0.003302
623,0,0.000776,0.003302
624,0.001262,0.000776,0.003302
625,0.001262,0.000776,0.003302
626,0.001262,0.000517,0.003302
627,0.001262,0.000776,0.003302
628,0.001262,0.000776,0.003508
629,0.001262,0.000776,0.003302
630,0.001262,0.000776,0.003302
631,0.001262,0.002327,0.004334
632,0.00631,0.132616,0.063356
633,0.029865,0.609825,0.297793
634,0.07277,1.200778,0.638511
635,0.141333,1.874972,0.996358
636,0.22546,2.099875,1.203554
637,0.265,1.780099,1.209332
638,0.232611,1.364673,0.969117
639,0.133762,0.823871,0.595379
640,0.045008,0.309178,0.183051
641,0.002944,0.011633,0.008048
642,0.001262,0.000517,0.003302
643,0.001262,0.000776,0.003302
644,0.001262,0.000776,0.003096
645,0.001262,0.000776,0.003302
646,0.001262,0.000517,0.003302
647,0.001262,0.000776,0.003302
648,0.001262,0.000776,0.003302
649,0.001262,0.000776,0.003302
650,0.001262,0.000776,0.003302
651,0.001262,0.000776,0.002064
652,0.001262,0.000776,0.000825
653,0.001262,0.000776,0.000825
654,0.001262,0.000776,0.000825
655,0.001262,0.002327,0.001238
656,0.034071,0.18561,0.106487
657,0.15269,0.735977,0.530992
658,0.243968,1.156831,1.023392
659,0.346183,1.326672,1.391764
660,0.347444,1.495996,1.657363
661,0.307484,1.45722,1.691827
662,0.323048,1.199744,1.294151
663,0.242706,0.724345,0.750157
664,0.081183,0.22387,0.256932
665,0.004627,0.007238,0.01651
666,0.001262,0.000517,0.006191
667,0.001262,0.000517,0.004334
668,0.001262,0.000776,0.003508
669,0.001262,0.000776,0.003715
670,0.001262,0.000776,0.003715
671,0.001262,0.000776,0.003715
672,0,0.000776,0.003715
673,0,0.000776,0.003715
674,0,0.000776,0.003715
675,0,0.000776,0.003508
676,0,0.000517,0.003508
677,0,0,0.003715
678,0,0,0.003715
679,0,0,0.003921
680,0.007151,0.070315,0.153746
681,0.04669,0.536149,0.716313
682,0.102214,1.512024,1.3249
683,0.142175,2.290397,1.799552
684,0.148064,2.232749,2.121078
685,0.147643,1.675919,2.132222
686,0.129976,1.48152,1.863321
687,0.078659,1.271093,1.155057
688,0.024397,0.470746,0.391692
689,0.000421,0.019388,0.017954
690,0,0.000776,0.003508
691,0,0.000776,0.003508
692,0,0.000776,0.003508
693,0,0.000776,0.003508
694,0,0.000776,0.003302
695,0,0.000776,0.003302
696,0,0.000776,0.000825
697,0,0.000776,0.000825
698,0,0.000517,0.000413
699,0,0,0
700,0,0,0
701,0,0,0
702,0,0,0
703,0,0.000517,0.001032
704,0.007992,0.251013,0.096788
705,0.039119,1.15011,0.356609
706,0.083286,2.27954,0.58568
707,0.171198,2.687727,0.718376
708,0.272571,2.539342,0.668847
709,0.328516,2.173551,0.555963
710,0.240603,1.985872,0.414805
711,0.095064,0.88824,0.251566
712,0.023135,0.189746,0.076357
713,0.000421,0.002068,0.005366
714,0,0.000517,0.003302
715,0,0.000776,0.003508
716,0,0.000259,0.003302
717,0,0,0.003302
718,0,0,0.002889
719,0,0,0.002889
720,0,0,0.003096
721,0,0.000776,0.003508
722,0,0.000776,0.003508
723,0,0.000776,0.003508
724,0,0.000776,0.003508
725,0,0.000776,0.003715
726,0,0.000776,0.003715
727,0,0.000776,0.003921
728,0.005048,0.026109,0.037147
729,0.025238,0.170616,0.165716
730,0.050476,0.328824,0.316573
731,0.061413,0.436882,0.44184
732,0.075714,0.531755,0.454016
733,0.058889,0.630247,0.406138
734,0.028603,0.467127,0.340305
735,0.01304,0.287204,0.190067
736,0.003365,0.085567,0.059228
737,0,0.003102,0.005366
738,0,0.000776,0.003715
739,0,0.000776,0.003508
740,0,0.000776,0.003508
741,0,0.000776,0.003508
742,0,0.000776,0.003508
743,0,0.000776,0.003508
744,0,0.000776,0.002476
745,0,0.000776,0.003508
746,0,0.000776,0.003302
747,0,0.000776,0.003096
748,0,0.000776,0.003096
749,0,0.000776,0.003096
750,0,0.000776,0.003302
751,0,0,0.003508
752,0.005889,0.119173,0.068309
753,0.035333,0.650411,0.422854
754,0.079921,1.293583,1.016169
755,0.110206,1.914782,1.639409
756,0.11946,1.974757,2.200118
757,0.119881,1.885829,2.432698
758,0.100111,1.376565,2.215183
759,0.063095,0.747869,1.413227
760,0.017246,0.269367,0.460413
761,0.001262,0.019647,0.032607
762,0,0.000776,0.003508
763,0,0.000517,0.003508
764,0,0.000776,0.003302
765,0,0.000776,0.003508
766,0,0.000776,0.003508
767,0,0.000776,0.003096
768,0,0.000776,0.003302
769,0,0.000776,0.003302
770,0,0.000776,0.003096
771,0,0,0.003302
772,0,0,0.003715
773,0,0,0.003715
774,0,0,0.003508
775,0,0,0.497147
776,0.015143,0.240414,0.226595
777,0.030286,0.995521,0.803607
778,0.078238,1.717022,1.391351
779,0.124087,2.169931,1.896134
780,0.147222,2.745374,2.142128
781,0.210738,2.980877,2.062056
782,0.19854,2.334861,1.671603
783,0.136286,1.235935,1.098098
784,0.069405,0.37122,0.454222
785,0.003786,0.017837,0.041481
786,0,0.000517,0.003302
787,0,0.000776,0.003302
788,0,0.000517,0.003302
789,0,0,0.003302
790,0,0,0.003302
791,0,0,0.003096
792,0,0,0.003302
793,0,0.000259,0.003302
794,0,0.000517,0.003302
795,0,0.000776,0.003096
796,0,0.000776,0.002889
797,0,0.000776,0.002683
798,0,0.000776,0.002683
799,0,0.000776,0.00227
800,0.010937,0.01913,0.078421
801,0.051317,0.105472,0.535945
802,0.08581,0.304783,1.390319
803,0.118198,0.542612,2.202388
804,0.138389,0.513142,2.55652
805,0.140071,0.55683,2.577157
806,0.123246,0.511074,2.138
807,0.087071,0.33477,1.403733
808,0.037437,0.15614,0.375595
809,0.002524,0.017579,0.015271
810,0,0.000776,0.005985
811,0,0.000776,0.005985
812,0,0.000776,0.005985
813,0,0.000776,0.005985
814,0,0.000517,0.005985
815,0,0.000776,0.005572
816,0,0.000776,0.005572
817,0,0.000776,0.005572
818,0,0.000776,0.005572
819,0,0.000776,0.005572
820,0,0.000259,0.005985
821,0,0,0.005778
822,0,0,0.005778
823,0,0.000259,0.007017
824,0.005048,0.030504,0.105662
825,0.021452,0.250496,0.295729
826,0.050476,0.613961,0.35826
827,0.058048,0.880484,0.694644
828,0.06604,0.955969,1.649727
829,0.070246,0.708834,1.499489
830,0.045429,0.472556,0.965196
831,0.021873,0.270918,0.54131
832,0.007571,0.09022,0.180781
833,0.000841,0.004912,0.021256
834,0,0.000517,0.003302
835,0,0.000776,0.003096
836,0,0.000517,0.003096
837,0,0,0.003302
838,0,0,0.003302
839,0,0,0.003096
840,0,0,0.005985
841,0,0,0.005985
842,0,0,0.005778
843,0,0.000517,0.005778
844,0,0.000776,0.005985
845,0,0.000776,0.005572
846,0,0.000517,0.005366
847,0,0.000776,0.006397
848,0.003786,0.118656,0.086676
849,0.022714,0.516761,0.276124
850,0.048794,1.10849,0.470938
851,0.077397,1.854032,0.668228
852,0.08623,2.220858,0.657703
853,0.082444,2.270233,0.567726
854,0.070667,2.259893,0.392104
855,0.048373,1.56295,0.189861
856,0.021452,0.633349,0.059848
857,0.001262,0.049117,0.007017
858,0,0.000776,0.003508
859,0,0.000776,0.003508
860,0,0.000776,0.003302
861,0,0.000776,0.003302
862,0,0.000776,0.003302
863,0,0.000776,0.003302
864,0,0.000517,0.003302
865,0,0.000517,0.00227
866,0,0,0.001857
867,0,0,0.003096
868,0,0,0.003096
869,0,0,0.003096
870,0,0,0.002683
871,0,0.002327,0.002889
872,0.002103,0.288238,0.035083
873,0.018929,0.994746,0.172939
874,0.049214,1.732791,0.388183
875,0.076556,2.458687,0.656878
876,0.102635,2.894793,1.031028
877,0.11904,2.763212,1.239256
878,0.091698,2.291173,1.159597
879,0.054262,1.58906,0.945178
880,0.015984,0.65403,0.427187
881,0.000421,0.056355,0.044163
882,0,0.000259,0.005985
883,0,0,0.005572
884,0,0,0.005572
885,0,0.000517,0.005572
886,0,0.000776,0.005572
887,0,0.000776,0.005778
888,0,0.000776,0.005778
889,0,0.000776,0.005985
890,0,0.000776,0.006191
891,0,0.000776,0.005985
892,0,0.000776,0.005778
893,0,0.000776,0.005985
894,0,0.000776,0.006191
895,0,0.001034,0.011144
896,0.010516,0.084016,0.210292
897,0.053841,0.332961,0.588363
898,0.121143,0.661785,0.916905
899,0.219151,0.907887,1.107385
900,0.33146,1.096857,1.260306
901,0.367635,1.03223,1.125133
902,0.319683,0.654547,0.786685
903,0.216206,0.449549,0.473621
904,0.084548,0.222577,0.185527
905,0.007151,0.023266,0.017542
906,0,0.001034,0.006397
907,0,0.000776,0.005985
908,0,0.000776,0.005572
909,0,0.000776,0.005778
910,0,0.000776,0.005572
911,0,0.000776,0.005572
912,0,0.000776,0.006191
913,0,0.000517,0.005985
914,0,0,0.006397
915,0,0,0.006397
916,0,0,0.006191
917,0,0,0.004953
918,0,0,0.004747
919,0,0.012925,0.005366
920,0.018508,0.338131,0.081929
921,0.082865,1.026801,0.292427
922,0.146802,1.730723,0.521086
