,Export,,,Import,,,Export [MW/MWmax],,,Import [MW/MWmax],,
1788,4080,3947,4240,1810,1810,1810,0.962264151,0.870917917,0.935569285,0.947643979,0.947643979,0.947643979
1789,4080,3947,4240,1810,1810,1810,0.962264151,0.870917917,0.935569285,0.947643979,0.947643979,0.947643979
1790,4080,3947,4240,1810,1810,1810,0.962264151,0.870917917,0.935569285,0.947643979,0.947643979,0.947643979
1791,4080,3947,4240,1810,1810,1810,0.962264151,0.870917917,0.935569285,0.947643979,0.947643979,0.947643979
1792,4080,3947,4240,1810,1810,1810,0.962264151,0.870917917,0.935569285,0.947643979,0.947643979,0.947643979
1793,4080,3947,4240,1810,1810,1810,0.962264151,0.870917917,0.935569285,0.947643979,0.947643979,0.947643979
1794,4080,3973,4240,1810,1810,1810,0.962264151,0.876654898,0.935569285,0.947643979,0.947643979,0.947643979
1795,4240,3973,4240,1810,1810,1810,1,0.876654898,0.935569285,0.947643979,0.947643979,0.947643979
1796,4240,3973,4240,1810,1810,1810,1,0.876654898,0.935569285,0.947643979,0.947643979,0.947643979
1797,4240,3973,4240,1810,1810,1810,1,0.876654898,0.935569285,0.947643979,0.947643979,0.947643979
1798,4240,3830,4240,1810,1810,1810,1,0.8451015,0.935569285,0.947643979,0.947643979,0.947643979
1799,3710,2995,3710,1910,1910,1910,0.875,0.660856134,0.818623124,1,1,1
1800,3710,3944,3710,1910,1910,1910,0.875,0.870255958,0.818623124,1,1,1
1801,3710,3944,3710,1910,1910,1910,0.875,0.870255958,0.818623124,1,1,1
1802,3710,3944,3710,1910,1910,1910,0.875,0.870255958,0.818623124,1,1,1
1803,3710,3944,3710,1910,1910,1910,0.875,0.870255958,0.818623124,1,1,1
1804,3710,3944,3710,1910,1910,1910,0.875,0.870255958,0.818623124,1,1,1
1805,3710,3944,3710,1910,1910,1910,0.875,0.870255958,0.818623124,1,1,1
1806,3710,3944,3710,1910,1910,1910,0.875,0.870255958,0.818623124,1,1,1
1807,4240,3997,4240,1810,1810,1810,1,0.881950574,0.935569285,0.947643979,0.947643979,0.947643979
1808,4240,3917,4240,1810,1810,1810,1,0.864298323,0.935569285,0.947643979,0.947643979,0.947643979
1809,4240,3917,4240,1810,1810,1810,1,0.864298323,0.935569285,0.947643979,0.947643979,0.947643979
1810,4240,3917,4240,1810,1810,1810,1,0.864298323,0.935569285,0.947643979,0.947643979,0.947643979
1811,4240,3917,4240,1810,1810,1810,1,0.864298323,0.935569285,0.947643979,0.947643979,0.947643979
1812,4240,3947,4240,1810,1810,1810,1,0.870917917,0.935569285,0.947643979,0.947643979,0.947643979
1813,4240,3947,4240,1810,1810,1810,1,0.870917917,0.935569285,0.947643979,0.947643979,0.947643979
1814,4240,3947,4240,1810,1810,1810,1,0.870917917,0.935569285,0.947643979,0.947643979,0.947643979
1815,4240,3947,4240,1810,1810,1810,1,0.870917917,0.935569285,0.947643979,0.947643979,0.947643979
1816,4240,3997,4240,1810,1810,1810,1,0.881950574,0.935569285,0.947643979,0.947643979,0.947643979
1817,4240,3997,4240,1810,1810,1810,1,0.881950574,0.935569285,0.947643979,0.947643979,0.947643979
1818,4240,3997,4240,1810,1810,1810,1,0.881950574,0.935569285,0.947643979,0.947643979,0.947643979
1819,4240,3997,4240,1810,1810,1810,1,0.881950574,0.935569285,0.947643979,0.947643979,0.947643979
1820,4240,3997,4240,1810,1810,1810,1,0.881950574,0.935569285,0.947643979,0.947643979,0.947643979
1821,4240,3997,4240,1810,1810,1810,1,0.881950574,0.935569285,0.947643979,0.947643979,0.947643979
1822,4240,3997,4240,1810,1810,1810,1,0.881950574,0.935569285,0.947643979,0.947643979,0.947643979
1823,3710,3944,3710,1910,1910,1910,0.875,0.870255958,0.818623124,1,1,1
1824,3710,3944,3710,1910,1910,1910,0.875,0.870255958,0.818623124,1,1,1
1825,3710,3944,3710,1910,1910,1910,0.875,0.870255958,0.818623124,1,1,1
1826,3710,3944,3710,1910,1910,1910,0.875,0.870255958,0.818623124,1,1,1
1827,3710,3944,3710,1910,1910,1910,0.875,0.870255958,0.818623124,1,1,1
1828,3710,3944,3710,1910,1910,1910,0.875,0.870255958,0.818623124,1,1,1
1829,3710,3944,3710,1910,1910,1910,0.875,0.870255958,0.818623124,1,1,1
1830,3710,3944,3710,1910,1910,1910,0.875,0.870255958,0.818623124,1,1,1
1831,4240,4075,4240,1810,1810,1810,1,0.899161518,0.935569285,0.947643979,0.947643979,0.947643979
1832,4240,4075,3611,1810,1810,1810,1,0.899161518,0.796778464,0.947643979,0.947643979,0.947643979
1833,4240,4075,2811,1810,1810,1810,1,0.899161518,0.620255958,0.947643979,0.947643979,0.947643979
1834,4240,4075,2011,1810,1810,1810,1,0.899161518,0.443733451,0.947643979,0.947643979,0.947643979
1835,4240,4075,2011,1810,1810,1810,1,0.899161518,0.443733451,0.947643979,0.947643979,0.947643979
1836,4240,4075,2011,1810,1810,1810,1,0.899161518,0.443733451,0.947643979,0.947643979,0.947643979
1837,4240,4049,2011,1810,1810,1810,1,0.893424537,0.443733451,0.947643979,0.947643979,0.947643979
1838,4240,4049,2011,1810,1810,1810,1,0.893424537,0.443733451,0.947643979,0.947643979,0.947643979
1839,4240,4049,2011,1810,1810,1810,1,0.893424537,0.443733451,0.947643979,0.947643979,0.947643979
1840,4240,4049,2011,1810,1810,1810,1,0.893424537,0.443733451,0.947643979,0.947643979,0.947643979
1841,4240,4075,2811,1810,1810,1810,1,0.899161518,0.620255958,0.947643979,0.947643979,0.947643979
1842,4240,4075,3611,1810,1810,1810,1,0.899161518,0.796778464,0.947643979,0.947643979,0.947643979
1843,4240,4240,4240,1810,1810,1810,1,0.935569285,0.935569285,0.947643979,0.947643979,0.947643979
1844,4240,4240,4240,1810,1810,1810,1,0.935569285,0.935569285,0.947643979,0.947643979,0.947643979
1845,4240,4240,4240,1810,1810,1810,1,0.935569285,0.935569285,0.947643979,0.947643979,0.947643979
1846,4240,4240,4113,1810,1810,1810,1,0.935569285,0.907546337,0.947643979,0.947643979,0.947643979
1847,3710,3710,3313,1910,1910,1910,0.875,0.818623124,0.731023831,1,1,1
1848,3660,3462,2513,1910,1910,1910,0.863207547,0.763901147,0.554501324,1,1,1
1849,3660,3462,2513,1910,1910,1910,0.863207547,0.763901147,0.554501324,1,1,1
1850,3660,3462,2513,1910,1910,1910,0.863207547,0.763901147,0.554501324,1,1,1
1851,3660,3462,2513,1910,1910,1910,0.863207547,0.763901147,0.554501324,1,1,1
1852,3660,3462,2308,1910,1910,1910,0.863207547,0.763901147,0.509267432,1,1,1
1853,3660,3462,1508,1910,1910,1910,0.863207547,0.763901147,0.332744925,1,1,1
1854,3660,3462,1508,1910,1910,1910,0.863207547,0.763901147,0.332744925,1,1,1
1855,4190,4093,1508,1810,1810,1910,0.988207547,0.903133274,0.332744925,0.947643979,0.947643979,1
1856,4190,4043,1508,1810,1810,1910,0.988207547,0.892100618,0.332744925,0.947643979,0.947643979,1
1857,4190,4043,1303,1810,1810,1910,0.988207547,0.892100618,0.287511033,0.947643979,0.947643979,1
1858,4190,4043,503,1810,1810,1910,0.988207547,0.892100618,0.110988526,0.947643979,0.947643979,1
1859,4190,4043,503,1810,1810,1910,0.988207547,0.892100618,0.110988526,0.947643979,0.947643979,1
1860,4190,4093,503,1810,1810,1910,0.988207547,0.903133274,0.110988526,0.947643979,0.947643979,1
1861,4190,4093,503,1810,1810,1910,0.988207547,0.903133274,0.110988526,0.947643979,0.947643979,1
1862,4190,4093,503,1810,1810,1910,0.988207547,0.903133274,0.110988526,0.947643979,0.947643979,1
1863,4190,4093,503,1810,1810,1910,0.988207547,0.903133274,0.110988526,0.947643979,0.947643979,1
1864,4190,4093,503,1810,1810,1910,0.988207547,0.903133274,0.110988526,0.947643979,0.947643979,1
1865,4190,4093,1303,1810,1810,1910,0.988207547,0.903133274,0.287511033,0.947643979,0.947643979,1
1866,4190,4093,2103,1810,1810,1910,0.988207547,0.903133274,0.464033539,0.947643979,0.947643979,1
1867,4190,4093,2903,1810,1810,1910,0.988207547,0.903133274,0.640556046,0.947643979,0.947643979,1
1868,4190,4093,3703,1810,1810,1910,0.988207547,0.903133274,0.817078553,0.947643979,0.947643979,1
1869,4190,4093,3710,1810,1810,1910,0.988207547,0.903133274,0.818623124,0.947643979,0.947643979,1
1870,4190,4093,3710,1810,1810,1910,0.988207547,0.903133274,0.818623124,0.947643979,0.947643979,1
1871,3660,3462,3313,1910,1910,1910,0.863207547,0.763901147,0.731023831,1,1,1
1872,3660,3710,2513,1910,1910,1910,0.863207547,0.818623124,0.554501324,1,1,1
1873,3503,3710,2513,1910,1910,1910,0.826179245,0.818623124,0.554501324,1,1,1
1874,2753,3710,2513,1910,1910,1910,0.649292453,0.818623124,0.554501324,1,1,1
1875,2003,3710,2513,1910,1910,1910,0.47240566,0.818623124,0.554501324,1,1,1
1876,1253,3710,2513,1226,1910,1910,0.295518868,0.818623124,0.554501324,0.641884817,1,1
1877,503,3710,3313,491,1910,1910,0.118632075,0.818623124,0.731023831,0.257068063,1,1
1878,503,3710,3710,491,1910,1910,0.118632075,0.818623124,0.818623124,0.257068063,1,1
1879,503,4240,4040,509,1810,1810,0.118632075,0.935569285,0.891438658,0.266492147,0.947643979,0.947643979
1880,503,3511,3970,509,1810,1810,0.118632075,0.774713151,0.875992939,0.266492147,0.947643979,0.947643979
1881,503,2761,3970,509,1810,1810,0.118632075,0.609223301,0.875992939,0.266492147,0.947643979,0.947643979
1882,503,2011,3970,509,1810,1810,0.118632075,0.443733451,0.875992939,0.266492147,0.947643979,0.947643979
1883,503,2011,3970,509,1810,1810,0.118632075,0.443733451,0.875992939,0.266492147,0.947643979,0.947643979
1884,503,2011,3970,509,1810,1810,0.118632075,0.443733451,0.875992939,0.266492147,0.947643979,0.947643979
1885,503,2011,3970,509,1810,1810,0.118632075,0.443733451,0.875992939,0.266492147,0.947643979,0.947643979
1886,503,2011,3970,509,1810,1810,0.118632075,0.443733451,0.875992939,0.266492147,0.947643979,0.947643979
1887,503,2011,3970,509,1810,1810,0.118632075,0.443733451,0.875992939,0.266492147,0.947643979,0.947643979
1888,503,2011,3970,509,1810,1810,0.118632075,0.443733451,0.875992939,0.266492147,0.947643979,0.947643979
1889,1253,2761,4170,1269,1810,1810,0.295518868,0.609223301,0.920123566,0.664397906,0.947643979,0.947643979
1890,2003,3511,4170,1810,1810,1810,0.47240566,0.774713151,0.920123566,0.947643979,0.947643979,0.947643979
1891,2753,4240,4170,1810,1810,1810,0.649292453,0.935569285,0.920123566,0.947643979,0.947643979,0.947643979
1892,3503,4240,4170,1810,1810,1810,0.826179245,0.935569285,0.920123566,0.947643979,0.947643979,0.947643979
1893,4190,4240,4170,1810,1810,1810,0.988207547,0.935569285,0.920123566,0.947643979,0.947643979,0.947643979
1894,4190,4240,4170,1810,1810,1810,0.988207547,0.935569285,0.920123566,0.947643979,0.947643979,0.947643979
1895,3660,3710,3640,1910,1910,1910,0.863207547,0.818623124,0.803177405,1,1,1
1896,3660,3515,3640,1910,1910,1910,0.863207547,0.775595763,0.803177405,1,1,1
1897,3660,3515,3640,1910,1910,1910,0.863207547,0.775595763,0.803177405,1,1,1
1898,3660,3515,3640,1910,1910,1910,0.863207547,0.775595763,0.803177405,1,1,1
1899,3660,3515,3640,1910,1910,1910,0.863207547,0.775595763,0.803177405,1,1,1
1900,3660,3515,3640,1910,1910,1910,0.863207547,0.775595763,0.803177405,1,1,1
1901,3660,3515,3640,1910,1910,1910,0.863207547,0.775595763,0.803177405,1,1,1
1902,3660,3302,3640,1910,1910,1910,0.863207547,0.728596646,0.803177405,1,1,1
1903,4190,2753,3970,1810,1910,1810,0.988207547,0.607458076,0.875992939,0.947643979,1,0.947643979
1904,4013,2003,3970,1810,1910,1810,0.946462264,0.441968226,0.875992939,0.947643979,1,0.947643979
1905,3263,1253,3970,1810,1910,1810,0.769575472,0.276478376,0.875992939,0.947643979,1,0.947643979
1906,2513,503,3970,1810,1910,1810,0.592688679,0.110988526,0.875992939,0.947643979,1,0.947643979
1907,2513,503,3970,1810,1910,1810,0.592688679,0.110988526,0.875992939,0.947643979,1,0.947643979
1908,2513,503,3970,1810,1910,1810,0.592688679,0.110988526,0.875992939,0.947643979,1,0.947643979
1909,2513,503,3970,1810,1910,1810,0.592688679,0.110988526,0.875992939,0.947643979,1,0.947643979
1910,2513,503,3970,1810,1910,1810,0.592688679,0.110988526,0.875992939,0.947643979,1,0.947643979
1911,2513,503,3970,1810,1910,1810,0.592688679,0.110988526,0.875992939,0.947643979,1,0.947643979
1912,2513,503,3970,1810,1910,1810,0.592688679,0.110988526,0.875992939,0.947643979,1,0.947643979
1913,3263,1253,4170,1810,1910,1810,0.769575472,0.276478376,0.920123566,0.947643979,1,0.947643979
1914,4013,2003,4170,1810,1910,1810,0.946462264,0.441968226,0.920123566,0.947643979,1,0.947643979
1915,4240,2753,4170,1810,1910,1810,1,0.607458076,0.920123566,0.947643979,1,0.947643979
1916,4240,3503,4170,1810,1910,1810,1,0.772947926,0.920123566,0.947643979,1,0.947643979
1917,4240,3710,4170,1810,1910,1810,1,0.818623124,0.920123566,0.947643979,1,0.947643979
1918,4013,3710,4170,1810,1910,1810,0.946462264,0.818623124,0.920123566,0.947643979,1,0.947643979
1919,3263,3710,3640,1910,1910,1910,0.769575472,0.818623124,0.803177405,1,1,1
1920,2513,3710,3640,1910,1910,1910,0.592688679,0.818623124,0.803177405,1,1,1
1921,2513,3710,3640,1910,1910,1910,0.592688679,0.818623124,0.803177405,1,1,1
1922,2513,3710,3640,1910,1910,1910,0.592688679,0.818623124,0.803177405,1,1,1
1923,2513,3710,3640,1910,1910,1910,0.592688679,0.818623124,0.803177405,1,1,1
1924,2513,3710,3640,1910,1910,1910,0.592688679,0.818623124,0.803177405,1,1,1
1925,2011,3710,3640,1910,1910,1910,0.474292453,0.818623124,0.803177405,1,1,1
1926,2011,3710,3640,1910,1910,1910,0.474292453,0.818623124,0.803177405,1,1,1
1927,2011,4220,3970,1910,1810,1810,0.474292453,0.931156222,0.875992939,1,0.947643979,0.947643979
1928,2003,4220,3970,1910,1810,1810,0.47240566,0.931156222,0.875992939,1,0.947643979,0.947643979
1929,1253,4220,3970,1910,1810,1810,0.295518868,0.931156222,0.875992939,1,0.947643979,0.947643979
1930,503,4220,3970,1910,1810,1810,0.118632075,0.931156222,0.875992939,1,0.947643979,0.947643979
1931,503,4220,3970,1910,1810,1810,0.118632075,0.931156222,0.875992939,1,0.947643979,0.947643979
1932,503,4220,3970,1910,1810,1810,0.118632075,0.931156222,0.875992939,1,0.947643979,0.947643979
1933,503,4220,3970,1910,1810,1810,0.118632075,0.931156222,0.875992939,1,0.947643979,0.947643979
1934,503,4220,3970,1910,1810,1810,0.118632075,0.931156222,0.875992939,1,0.947643979,0.947643979
1935,503,4220,3970,1910,1810,1810,0.118632075,0.931156222,0.875992939,1,0.947643979,0.947643979
1936,503,4220,3970,1910,1810,1810,0.118632075,0.931156222,0.875992939,1,0.947643979,0.947643979
1937,1253,4532,4170,1910,1810,1810,0.295518868,1,0.920123566,1,0.947643979,0.947643979
1938,2003,4532,4170,1910,1810,1810,0.47240566,1,0.920123566,1,0.947643979,0.947643979
1939,2753,4532,4170,1910,1810,1810,0.649292453,1,0.920123566,1,0.947643979,0.947643979
1940,3503,4532,4170,1910,1810,1810,0.826179245,1,0.920123566,1,0.947643979,0.947643979
1941,3710,4532,4170,1910,1810,1810,0.875,1,0.920123566,1,0.947643979,0.947643979
1942,3710,4532,4170,1910,1810,1810,0.875,1,0.920123566,1,0.947643979,0.947643979
1943,3263,3710,3640,1910,1910,1910,0.769575472,0.818623124,0.803177405,1,1,1
1944,2513,3583,3640,1910,1910,1910,0.592688679,0.790600177,0.803177405,1,1,1
1945,2513,3583,3640,1910,1910,1910,0.592688679,0.790600177,0.803177405,1,1,1
1946,2513,3583,3640,1910,1910,1910,0.592688679,0.790600177,0.803177405,1,1,1
1947,2513,3583,3640,1910,1910,1910,0.592688679,0.790600177,0.803177405,1,1,1
1948,2513,3583,3640,1910,1910,1910,0.592688679,0.790600177,0.803177405,1,1,1
1949,3263,3583,3640,1910,1910,1910,0.769575472,0.790600177,0.803177405,1,1,1
1950,3710,3583,3640,1910,1910,1910,0.875,0.790600177,0.803177405,1,1,1
1951,4105,4220,4070,1810,1810,1810,0.968160377,0.931156222,0.898058252,0.947643979,0.947643979,0.947643979
1952,3805,4220,4070,1810,1810,1810,0.89740566,0.931156222,0.898058252,0.947643979,0.947643979,0.947643979
1953,3805,4220,4070,1810,1810,1810,0.89740566,0.931156222,0.898058252,0.947643979,0.947643979,0.947643979
1954,3805,4220,4070,1810,1810,1810,0.89740566,0.931156222,0.898058252,0.947643979,0.947643979,0.947643979
1955,3805,4220,4070,1810,1810,1810,0.89740566,0.931156222,0.898058252,0.947643979,0.947643979,0.947643979
1956,3805,4220,4070,1810,1810,1810,0.89740566,0.931156222,0.898058252,0.947643979,0.947643979,0.947643979
1957,3805,4220,4070,1810,1810,1810,0.89740566,0.931156222,0.898058252,0.947643979,0.947643979,0.947643979
1958,3805,4220,4070,1810,1810,1810,0.89740566,0.931156222,0.898058252,0.947643979,0.947643979,0.947643979
1959,3805,4220,4070,1810,1810,1810,0.89740566,0.931156222,0.898058252,0.947643979,0.947643979,0.947643979
1960,3805,4220,4070,1810,1810,1810,0.89740566,0.931156222,0.898058252,0.947643979,0.947643979,0.947643979
1961,3805,4532,4170,1810,1810,1810,0.89740566,1,0.920123566,0.947643979,0.947643979,0.947643979
1962,3805,4532,4170,1810,1810,1810,0.89740566,1,0.920123566,0.947643979,0.947643979,0.947643979
1963,3805,4532,4170,1810,1810,1810,0.89740566,1,0.920123566,0.947643979,0.947643979,0.947643979
1964,3805,4532,4170,1810,1810,1810,0.89740566,1,0.920123566,0.947643979,0.947643979,0.947643979
1965,3805,4532,4170,1810,1810,1810,0.89740566,1,0.920123566,0.947643979,0.947643979,0.947643979
1966,3805,4442,4170,1810,1810,1810,0.89740566,0.980141218,0.920123566,0.947643979,0.947643979,0.947643979
1967,3275,3583,3640,1910,1910,1910,0.77240566,0.790600177,0.803177405,1,1,1
1968,3275,3944,3640,1910,1910,1910,0.77240566,0.870255958,0.803177405,1,1,1
1969,3275,3944,3640,1910,1910,1910,0.77240566,0.870255958,0.803177405,1,1,1
1970,3275,3944,3640,1910,1910,1910,0.77240566,0.870255958,0.803177405,1,1,1
1971,3275,3944,3640,1910,1910,1910,0.77240566,0.870255958,0.803177405,1,1,1
1972,3275,3944,3640,1910,1910,1910,0.77240566,0.870255958,0.803177405,1,1,1
1973,3275,3944,3640,1910,1910,1910,0.77240566,0.870255958,0.803177405,1,1,1
1974,3275,3944,3640,1910,1910,1910,0.77240566,0.870255958,0.803177405,1,1,1
1975,3005,4532,4070,1810,1810,1810,0.708726415,1,0.898058252,0.947643979,0.947643979,0.947643979
1976,3005,4532,4070,1810,1810,1810,0.708726415,1,0.898058252,0.947643979,0.947643979,0.947643979
1977,3005,4532,4070,1810,1810,1810,0.708726415,1,0.898058252,0.947643979,0.947643979,0.947643979
1978,3005,4532,4070,1810,1810,1810,0.708726415,1,0.898058252,0.947643979,0.947643979,0.947643979
1979,3005,4532,4070,1810,1810,1810,0.708726415,1,0.898058252,0.947643979,0.947643979,0.947643979
1980,3005,4532,4070,1810,1810,1810,0.708726415,1,0.898058252,0.947643979,0.947643979,0.947643979
1981,3005,4532,4070,1810,1810,1810,0.708726415,1,0.898058252,0.947643979,0.947643979,0.947643979
1982,3005,4532,4070,1810,1810,1810,0.708726415,1,0.898058252,0.947643979,0.947643979,0.947643979
1983,3005,4532,4070,1810,1810,1810,0.708726415,1,0.898058252,0.947643979,0.947643979,0.947643979
1984,3005,4532,4070,1810,1810,1810,0.708726415,1,0.898058252,0.947643979,0.947643979,0.947643979
1985,3005,4532,4170,1810,1810,1810,0.708726415,1,0.920123566,0.947643979,0.947643979,0.947643979
1986,3005,4532,4240,1810,1810,1810,0.708726415,1,0.935569285,0.947643979,0.947643979,0.947643979
1987,3005,4532,4240,1810,1810,1810,0.708726415,1,0.935569285,0.947643979,0.947643979,0.947643979
1988,3005,4532,4240,1810,1810,1810,0.708726415,1,0.935569285,0.947643979,0.947643979,0.947643979
1989,3005,4532,4240,1810,1810,1810,0.708726415,1,0.935569285,0.947643979,0.947643979,0.947643979
1990,3005,4532,4240,1810,1810,1810,0.708726415,1,0.935569285,0.947643979,0.947643979,0.947643979
1991,2675,3944,3710,1910,1910,1910,0.630896226,0.870255958,0.818623124,1,1,1
1992,2675,3944,3710,1910,1910,1910,0.630896226,0.870255958,0.818623124,1,1,1
1993,2675,3944,3710,1910,1910,1910,0.630896226,0.870255958,0.818623124,1,1,1
1994,2675,3944,3710,1910,1910,1910,0.630896226,0.870255958,0.818623124,1,1,1
1995,2675,3944,3710,1910,1910,1910,0.630896226,0.870255958,0.818623124,1,1,1
1996,2675,3944,3710,1910,1910,1910,0.630896226,0.870255958,0.818623124,1,1,1
1997,2675,3944,3610,1910,1910,1910,0.630896226,0.870255958,0.796557811,1,1,1
1998,2675,3944,3610,1910,1910,1910,0.630896226,0.870255958,0.796557811,1,1,1
1999,3005,4307,3908,1810,1810,1810,0.708726415,0.950353045,0.862312445,0.947643979,0.947643979,0.947643979
2000,3005,4307,3108,1810,1810,1810,0.708726415,0.950353045,0.685789938,0.947643979,0.947643979,0.947643979
2001,3005,4307,2308,1810,1810,1810,0.708726415,0.950353045,0.509267432,0.947643979,0.947643979,0.947643979
2002,3005,4307,1508,1810,1810,1810,0.708726415,0.950353045,0.332744925,0.947643979,0.947643979,0.947643979
2003,3005,4307,1508,1810,1810,1810,0.708726415,0.950353045,0.332744925,0.947643979,0.947643979,0.947643979
2004,3005,4307,1508,1810,1810,1810,0.708726415,0.950353045,0.332744925,0.947643979,0.947643979,0.947643979
2005,3005,4307,1508,1810,1810,1810,0.708726415,0.950353045,0.332744925,0.947643979,0.947643979,0.947643979
2006,3005,4307,1508,1810,1810,1810,0.708726415,0.950353045,0.332744925,0.947643979,0.947643979,0.947643979
2007,3005,4307,1508,1810,1810,1810,0.708726415,0.950353045,0.332744925,0.947643979,0.947643979,0.947643979
2008,3005,4307,1508,1810,1810,1810,0.708726415,0.950353045,0.332744925,0.947643979,0.947643979,0.947643979
2009,3005,4307,2308,1810,1810,1810,0.708726415,0.950353045,0.509267432,0.947643979,0.947643979,0.947643979
2010,3005,4307,3108,1810,1810,1810,0.708726415,0.950353045,0.685789938,0.947643979,0.947643979,0.947643979
2011,3005,4307,3908,1810,1810,1810,0.708726415,0.950353045,0.862312445,0.947643979,0.947643979,0.947643979
2012,3005,4307,4140,1810,1810,1810,0.708726415,0.950353045,0.913503972,0.947643979,0.947643979,0.947643979
2013,3005,4307,4140,1810,1810,1810,0.708726415,0.950353045,0.913503972,0.947643979,0.947643979,0.947643979
2014,3005,4307,4113,1810,1810,1810,0.708726415,0.950353045,0.907546337,0.947643979,0.947643979,0.947643979
2015,2675,3944,3313,1910,1910,1910,0.630896226,0.870255958,0.731023831,1,1,1
2016,2675,3915,2513,1910,1910,1910,0.630896226,0.863857017,0.554501324,1,1,1
2017,2675,3915,2513,1910,1910,1910,0.630896226,0.863857017,0.554501324,1,1,1
2018,2675,3915,2513,1910,1910,1910,0.630896226,0.863857017,0.554501324,1,1,1
2019,2675,3915,2284,1910,1910,1910,0.630896226,0.863857017,0.503971756,1,1,1
2020,2675,3915,1508,1910,1910,1910,0.630896226,0.863857017,0.332744925,1,1,1
2021,2675,3915,1508,1910,1910,1910,0.630896226,0.863857017,0.332744925,1,1,1
2022,2675,3915,1508,1910,1910,1910,0.630896226,0.863857017,0.332744925,1,1,1
2023,3005,4511,1508,1810,1810,1910,0.708726415,0.995366284,0.332744925,0.947643979,0.947643979,1
2024,3005,4511,1279,1810,1810,1910,0.708726415,0.995366284,0.282215357,0.947643979,0.947643979,1
2025,3005,4511,503,1810,1810,1910,0.708726415,0.995366284,0.110988526,0.947643979,0.947643979,1
2026,3005,4511,503,1810,1810,1910,0.708726415,0.995366284,0.110988526,0.947643979,0.947643979,1
2027,3005,4511,503,1810,1810,1910,0.708726415,0.995366284,0.110988526,0.947643979,0.947643979,1
2028,3005,4511,503,1810,1810,1910,0.708726415,0.995366284,0.110988526,0.947643979,0.947643979,1
2029,3005,4511,503,1810,1810,1910,0.708726415,0.995366284,0.110988526,0.947643979,0.947643979,1
2030,3005,4511,503,1810,1810,1910,0.708726415,0.995366284,0.110988526,0.947643979,0.947643979,1
2031,3005,4511,503,1810,1810,1910,0.708726415,0.995366284,0.110988526,0.947643979,0.947643979,1
2032,3005,4511,1279,1810,1810,1910,0.708726415,0.995366284,0.282215357,0.947643979,0.947643979,1
2033,3005,4511,2054,1810,1810,1910,0.708726415,0.995366284,0.453221536,0.947643979,0.947643979,1
2034,3005,4511,2828,1810,1810,1910,0.708726415,0.995366284,0.624007061,0.947643979,0.947643979,1
2035,3005,4511,3557,1810,1810,1910,0.708726415,0.995366284,0.784863195,0.947643979,0.947643979,1
2036,3005,4511,3610,1810,1810,1910,0.708726415,0.995366284,0.796557811,0.947643979,0.947643979,1
2037,3005,4272,3614,1810,1810,1910,0.708726415,0.942630185,0.797440424,0.947643979,0.947643979,1
2038,3005,3511,3288,1810,1810,1910,0.708726415,0.774713151,0.725507502,0.947643979,0.947643979,1
2039,2675,2761,2513,1910,1910,1910,0.630896226,0.609223301,0.554501324,1,1,1
2040,2675,2011,2513,1910,1910,1910,0.630896226,0.443733451,0.554501324,1,1,1
2041,2675,2011,2513,1910,1910,1910,0.630896226,0.443733451,0.554501324,1,1,1
2042,2675,2011,2513,1910,1910,1910,0.630896226,0.443733451,0.554501324,1,1,1
2043,2675,2011,2513,1910,1910,1910,0.630896226,0.443733451,0.554501324,1,1,1
2044,2675,1755,3313,1910,1910,1910,0.630896226,0.387246249,0.731023831,1,1,1
2045,2675,1005,3610,1910,1910,1910,0.630896226,0.221756399,0.796557811,1,1,1
2046,2675,1005,4140,1910,1910,1810,0.630896226,0.221756399,0.913503972,1,1,0.947643979
2047,3005,1005,4140,1810,1810,1810,0.708726415,0.221756399,0.913503972,0.947643979,0.947643979,0.947643979
2048,3005,1005,4140,1810,1810,1810,0.708726415,0.221756399,0.913503972,0.947643979,0.947643979,0.947643979
2049,3005,1005,4140,1810,1810,1810,0.708726415,0.221756399,0.913503972,0.947643979,0.947643979,0.947643979
2050,3005,503,4140,1810,1810,1810,0.708726415,0.110988526,0.913503972,0.947643979,0.947643979,0.947643979
2051,3005,503,4140,1810,1810,1810,0.708726415,0.110988526,0.913503972,0.947643979,0.947643979,0.947643979
2052,3005,503,4140,1810,1810,1810,0.708726415,0.110988526,0.913503972,0.947643979,0.947643979,0.947643979
2053,3005,503,4140,1810,1810,1810,0.708726415,0.110988526,0.913503972,0.947643979,0.947643979,0.947643979
2054,3005,503,4140,1810,1810,1810,0.708726415,0.110988526,0.913503972,0.947643979,0.947643979,0.947643979
2055,3005,503,4140,1810,1810,1810,0.708726415,0.110988526,0.913503972,0.947643979,0.947643979,0.947643979
2056,3005,503,4140,1810,1810,1810,0.708726415,0.110988526,0.913503972,0.947643979,0.947643979,0.947643979
2057,3005,503,4140,1810,1810,1810,0.708726415,0.110988526,0.913503972,0.947643979,0.947643979,0.947643979
2058,3005,503,4140,1810,1810,1810,0.708726415,0.110988526,0.913503972,0.947643979,0.947643979,0.947643979
2059,3805,503,4140,1810,1810,1810,0.89740566,0.110988526,0.913503972,0.947643979,0.947643979,0.947643979
2060,3805,503,4140,1810,1810,1810,0.89740566,0.110988526,0.913503972,0.947643979,0.947643979,0.947643979
2061,3805,503,4140,1810,1810,1810,0.89740566,0.110988526,0.913503972,0.947643979,0.947643979,0.947643979
